"FIDs","AveDBH","AveHt.1","BasalArWtHt.1","Density","AveBasalAr","AveHt.2","BasalArWtHt.2","AveAGB","dem","aspect","slope","s1vv","s1vh","s1vvstd","s1vhstd","s1vvmd","s1vhmd","s1vvrvh","s1vvrvhmd","s1vhrvv","s1vhrvvmd","s1npdi","s1npdimd","p2hh","p2hv","p2hhrhv","p2hvrhh","p2npdi","l8r","l8r75smax","l8r25min","l8rmax","l8rmaxLST","l8rmaxRN","l8rmaxSVVI","l8rmin","l8rminLST","l8rminRN","l8rminSVVI","l8g","l8g75smax","l8g25min","l8gmax","l8gmaxLST","l8gmaxRN","l8gmaxSVVI","l8gmin","l8gminLST","l8gminRN","l8gminSVVI","l8b","l8b75smax","l8b25min","l8bmax","l8bmaxLST","l8bmaxRN","l8bmaxSVVI","l8bmin","l8bminLST","l8bminRN","l8bminSVVI","l8nir","l8nir75smax","l8nir25min","l8nirmax","l8nirmaxLST","l8nirmaxRN","l8nirmaxSVVI","l8nirmin","l8nirminLST","l8nirminRN","l8nirminSVVI","l8sw1","l8sw175smax","l8sw125min","l8sw1max","l8sw1maxLST","l8sw1maxRN","l8sw1maxSVVI","l8sw1min","l8sw1minLST","l8sw1minRN","l8sw1minSVVI","l8sw2","l8sw275smax","l8sw225min","l8sw2max","l8sw2maxLST","l8sw2maxRN","l8sw2maxSVVI","l8sw2min","l8sw2minLST","l8sw2minRN","l8sw2minSVVI","l8RNav2575","l8RNav75smax","l8RNavsmin25","l8RNmax","l8RNmin","l8SVVIav2575","l8SVVIav75smax","l8SVVIavsmin25","l8SVVImax","l8SVVImin","l8NS1av2575","l8NS1av75smax","l8NS1avsmin25","l8NS1max","l8NS1min","l8NS2av2575","l8NS2av75smax","l8NS2avsmin25","l8NS2max","l8NS2min","l8ndvi","l8evi","l8evi2","l8rvi","l8tcw","l8tcb","l8tcg","l8tcwgd"
177,31.1,14.5,16.4,212.21,0.08,14.52,16.37,109.705,619.074581431,29708.6544901,11144.7275495,-7.54806605528861,-14.1991016395403,0.0358876880355,0.00804559621234,-7.58555706677091,-14.1672208195929,6.65103558425165,6.58166375282195,-6.65103558425165,-6.58166375282195,-0.305834565566585,-0.302566586539176,-11.4455695098196,-19.7966341408298,8.35106463101017,-8.35106463101017,-0.26730075523455,1385.29680365,1492.01674277,1179.30593607,1595.0608828,966.853881279,1450.70471842,966.853881279,966.549467275,1494.59512938,1402.85083714,1418.59056317,1827.75190259,1991.20091324,1642.49467275,1595.0608828,966.853881279,1450.70471842,966.853881279,966.549467275,1494.59512938,1402.85083714,1418.59056317,751.240487062,892.856925419,636.480974125,970.375951294,701.815829528,968.899543379,701.815829528,583.083713851,808.217656012,804.753424658,601.823439878,9101.24200913,10796.9512938,6942.73363775,11271.6012177,5771.19178082,7676.32724505,5771.19178082,5771.19178082,9450.1674277,11266.7519026,9619.37899543,6051.67275495,6969.67579909,4305.17656012,7352.15981735,2842.96347032,5277.14764079,2842.96347032,2842.96347032,6428.8021309,7343.16438356,6837.40943683,2673.79756469,3039.61796043,1803.66666667,3115.2130898,827.260273973,2410.78995434,827.260273973,827.260273973,2961.28767123,3071.8630137,3068.18873668,17302.1674277,17672.0730594,17007.8066971,17769.6621005,16806.7549467,9989.46575342,10165.2739726,9725.27092846,10282.2907154,9475.38203957,12118.2998478,12764.283105,11773.6057839,13426.3576865,11538.7990868,15554.4916286,16420.3820396,15164.9330289,17526.4718417,14950.2785388,0.735795226931935,1.63754863100808,1.55225990932347,6.56988595162417,9554.50940000188,10051.0745916285,5207.0283155244,4347.48108447749
178,44.5,21.2,25.1,155.62,0.17,21.21,25.11,205.9425,603.932824427,16168.3877863,5444.95725191,-7.90781861995517,-14.3803163389423,0.0324386695187,0.00687779392905,-7.84973582073354,-14.4067265970234,6.47249771898711,6.55699077628984,-6.47249771898711,-6.55699077628984,-0.290401046607234,-0.294610646256993,-12.3729767083388,-16.2668035309116,3.89382682257279,-3.89382682257279,-0.135958683692564,2395.08091603,3096.83816794,2106.60305344,3433.34198473,2557.01984733,2400.62748092,2104.83358779,2052.24580153,2093.64885496,2088.28854962,3026.74656489,2471.02137405,3032.41526718,2280.2778626,3433.34198473,2557.01984733,2400.62748092,2104.83358779,2052.24580153,2093.64885496,2088.28854962,3026.74656489,1212.2778626,1660.51755725,1027.53435115,2245.21526718,1014.59236641,1283.29923664,1052.12824427,954.66870229,1026.7389313,1031.84122137,1290.09312977,8922.89618321,9990.75114504,7812.80152672,10660.3816794,8793.86259542,6968.17099237,9124.7129771,6923.44122137,8579.02442748,9121.7648855,9111.45954198,7619.96030534,9098.09618321,6843.00305344,9622.42290076,8703.89007634,6632.40305344,6908.83358779,6578.62290076,7001.03206107,7205.57557252,9342.8351145,4232.72824427,5154.81832061,3769.15419847,5551.54351145,5031.22442748,3840.69007634,3644.4259542,3572.0870229,3652.93282443,3927.85801527,5545.13129771,15607.5984733,16158.270229,14962.7083969,16255.9557252,14856.6732824,10668.5236641,10972.6167939,10517.3801527,11274.8030534,10387.6732824,10667.7450382,11091.4564885,10196.8137405,11382.8549618,9856.24274809,13468.3099237,13965.6442748,12859.0335878,14280.4,12354.3664122,0.576765194870234,1.14907731842472,1.11228446277327,3.72550928174914,11849.469841372,11836.6149796965,4092.1228613754,7757.34697999662
179,31,20.3,20.5,113.18,0.08,20.3,20.54,47.645,606.514415781,24590.1335357,3727.31866464,-4.1389066826634,-10.7643344164776,0.104409630726,0.0189326127838,-4.47337821938128,-10.9201493718699,6.62542773381425,6.44677115248861,-6.62542773381425,-6.44677115248861,-0.444562876607835,-0.418797518260376,-6.35493259605984,-18.334999809178,11.9800672131181,-11.9800672131181,-0.485220737606258,2418.29742033,2615.98634294,2112.86494689,2693.95447648,2182.81335357,2650.63125948,2138.90743551,1997.70864947,2353.44157815,2099.9908953,2514.30652504,2672.96358118,2797.0091047,2419.93323217,2693.95447648,2182.81335357,2650.63125948,2138.90743551,1997.70864947,2353.44157815,2099.9908953,2514.30652504,1261.14567527,1418.24734446,1038.91805766,1500.65402124,1019.8983308,1428.92412747,1196.20637329,913.946889226,1354.68588771,1178.45068285,1337.35204856,10522.6570561,12326.4400607,9652.54021244,14069.4112291,10695.7951442,9412.84522003,13908.7966616,9367.85432473,11438.1289833,14003.091047,9612.7723824,8308.67981791,8775.88770865,7951.40971168,9020.41274659,8062.44764795,7896.97420334,8859.30197269,7670.90895296,8687.83915023,8922.24886191,8362.03338392,4503.18361153,4824.93323217,4175.50227618,4925.68892261,4215.32169954,4677.72230653,4243.24127466,4097.68892261,4389.29893778,4265.79514416,4894.14112291,16261.091047,16978.6054628,15768.2974203,17386.5113809,15601.3459788,10625.7268589,10870.5508346,10335.6069803,10952.9377845,10096.3717754,11179.5174507,11728.0500759,10857.7177542,12214.9210926,10703.091047,14024.5037936,14765.8270106,13449.1274659,15326.9666161,13260.92261,0.626256714721536,1.30087290552812,1.2409010046308,4.3512667084035,13062.647948088,13212.708824709,5184.28916233666,7878.35878575138
180,11.8,8.2,13.2,353.68,0.02,8.24,13.24,21.315,631.969127517,3484.35704698,15509.5087248,-6.47405536533274,-12.0805958765793,0.0360361263506,0.008439110502,-6.50949484921351,-12.1377765928707,5.60654051124657,5.6282817436572,-5.60654051124657,-5.6282817436572,-0.302163615912234,-0.301828702453216,-8.20855311099817,-11.2648792165122,3.05632610551403,-3.05632610551403,-0.156948505744225,1319.82818792,1682.21879195,1059.35973154,2120.82013423,1437.97449664,2118.10469799,1738.34228188,1008.78657718,1389.23087248,1255.98657718,1653.76644295,1809.34228188,2102.14496644,1561.53020134,2120.82013423,1437.97449664,2118.10469799,1738.34228188,1008.78657718,1389.23087248,1255.98657718,1653.76644295,770.342281879,1096.93288591,624.923489933,1614.51812081,868.612080537,1613.5409396,1358.30738255,549.824161074,755.382550336,755.616107383,995.860402685,8947.55838926,10997.5892617,7406.16510067,12046.8979866,7471.50604027,9222.41879195,9568.64295302,6905.93288591,9413.45100671,10663.1395973,7273.7409396,5867.93959732,6952.53959732,4801.70872483,7661.07114094,5300.24966443,6506.80536913,5773.68993289,4346.94765101,6262.2885906,6452.07248322,5755.69261745,2589.29127517,2965.41342282,2017.67114094,3170.82550336,2513.63355705,2923.64026846,2333.00939597,1785.41208054,2737.23624161,2589.37449664,2700.79463087,17564.6322148,17827.7879195,16776.7798658,17894.1127517,16170.990604,9962.05100671,10111.9395973,9752.66442953,10198.6550336,9610.07248322,12221.357047,12547.452349,11742.9785235,12851.2872483,11140.8604027,15697.5449664,16156.1248322,15112.9342282,16377.8281879,14552.4630872,0.742908640285657,1.71951249697238,1.57387715862562,6.77933572805489,9310.6405453731,9825.79214282097,5130.12410751507,4180.51643785803
181,16,11,13.4,862.97,0.02,11.02,13.42,84.45,765.497716895,7792.23135464,3524.08675799,-6.89188840189619,-12.1097362481241,0.0367385366651,0.0127174646184,-6.82743503313782,-12.2625231558028,5.21784784622795,5.43508812266494,-5.21784784622795,-5.43508812266494,-0.274600090378186,-0.284709273266699,-10.5993620974741,-19.2045808730625,8.60521877558847,-8.60521877558847,-0.288727527901103,1388.41856925,1463.2283105,1226.72450533,1507.33942161,1418.29071537,1438.95585997,1261.87671233,1108.15068493,1275.29680365,1143.34855403,1322.97564688,1754.13394216,1913.03500761,1656.42922374,1507.33942161,1418.29071537,1438.95585997,1261.87671233,1108.15068493,1275.29680365,1143.34855403,1322.97564688,798.02435312,961.584474886,637.914764079,1081.52207002,877.643835616,840.572298326,919.733637747,568.776255708,574.864535769,674.04261796,645.665144597,7231.01217656,8161.87062405,6776.52968037,9042.55251142,6907.46270928,6777.61796043,7938.69254186,6660.47945205,7243.64687976,9042.55251142,7011.26179604,5209.79604262,5452.1065449,4505.84627093,5537.24048706,5342.98173516,4993.08675799,3847.88432268,3847.88432268,5324.95738204,5275.80974125,5506.47792998,2420.68949772,2630.17199391,1887.32876712,2706.20243531,2517.87062405,2393.01217656,1407.56316591,1407.56316591,2605.57077626,1997.26179604,2677.67123288,16734.9832572,17339.1902588,16538.0761035,17754.6651446,16493.2435312,10104.9117199,10273.281583,9658.99391172,10344.7503805,9394.94216134,11709.325723,12833.4155251,11188.1050228,13469.9315068,11014.2541857,14875.652968,16241.4398782,14540.1856925,16988.5768645,14460.1993912,0.677839845763614,1.52510849349518,1.38263766959205,5.20809238417639,8196.60388173632,8526.68005966426,3830.16759254405,4366.43628919226
182,16,15,16.4,580.03,0.02,14.97,16.38,54.48,774.99695586,9468.09893455,3328.93302892,-7.67686711062427,-12.6426259245766,0.0268717529323,0.00719877594056,-7.70913866200808,-12.7089721799834,4.96575881395233,4.99983351797532,-4.96575881395233,-4.99983351797532,-0.244383991537082,-0.244872483878027,-3.19499934144366,-6.41649852165824,3.22149918021458,-3.22149918021458,-0.335171398474921,1358.6042618,1459.9238965,1159.03652968,1519.63165906,1409,1391.29071537,1282.60121766,1046.33637747,1342.75342466,1046.33637747,1379.90410959,1718.82039574,1892.6803653,1625.66818874,1519.63165906,1409,1391.29071537,1282.60121766,1046.33637747,1342.75342466,1046.33637747,1379.90410959,802.940639269,1022.44901065,670.392694064,1095.6803653,935.424657534,759.076103501,1008.72298326,567.424657534,680.03348554,745.704718417,719.936073059,7024.33789954,8231.03652968,6580.78538813,8999,6667.45357686,6455.3652968,8165.4718417,6359.04870624,6721.01369863,8999,6715.85388128,4980.86910198,5194.22526636,4459.92085236,5429.49315068,5130.71385084,4961.3805175,3919.13242009,3919.13242009,5332.48858447,4983.44901065,5429.49315068,2367.55251142,2504.32420091,1807.29223744,2524.28006088,2490,2366.13089802,1387.3957382,1387.3957382,2487.64535769,1790.41248097,2508.62861492,16737.2846271,17438.6073059,16511.9010654,17917.0913242,16456.6133942,10086.7199391,10240.1400304,9586.22374429,10277.0761035,9340.15525114,11759,12957.7716895,11198.7199391,13513.8234399,11059.196347,14884.9802131,16394.7519026,14585.9604262,17095.304414,14541.9528158,0.675864574596366,1.54718464114853,1.37705137496565,5.17026046292062,7923.10194612214,8262.52829360917,3694.21395600656,4228.88799011558
183,11.7,7.3,8.7,523.44,0.01,7.32,8.69,23.865,731.06231003,4598.28419453,7267.53039514,-6.7046800573929,-11.9274975676075,0.0402572554392,0.0154860610366,-6.75828047002989,-12.0595848922209,5.22281751021465,5.301304422191,-5.22281751021465,-5.301304422191,-0.280311706732912,-0.281716566684847,-4.71895761301612,-9.73729370084492,5.0183360878288,-5.0183360878288,-0.34713951624631,1493.70364742,1600.8449848,1379.55167173,1637.16109422,1377.38297872,1583.89665653,1377.38297872,1343.86322188,1408.65045593,1453.10334347,1611.5106383,1932.32674772,2086.3343465,1806.47112462,1637.16109422,1377.38297872,1583.89665653,1377.38297872,1343.86322188,1408.65045593,1453.10334347,1611.5106383,828.778115502,944.933130699,706.436170213,1013.68844985,887.285714286,836.363221884,887.285714286,672.662613982,693.703647416,766.963525836,872.252279635,9545.3449848,10959.1504559,8039.46656535,11376.993921,8193.00911854,8086.32522796,8193.00911854,7833.92097264,10573.6960486,10984.9878419,8817.19908815,6386.92705167,7126.92401216,5131.3662614,7318.43920973,4785.33586626,5971.91793313,4785.33586626,4785.33586626,6735.78267477,6888.79179331,6383.4224924,2865.46200608,3181.75379939,2232.67325228,3245.95896657,1927.29635258,2758.90121581,1927.29635258,1927.29635258,2962.91337386,3022.7993921,2969.34954407,17289.893617,17575.6109422,16913.6778116,17658.6595745,16720.768997,10041.0699088,10159.2477204,9849.60182371,10199.7264438,9673.57294833,12086.724924,12428.1519757,11718.1610942,12638.8419453,11503.2765957,15491.3449848,15842.5820669,15136.1914894,16194.8115502,14913.2234043,0.729378192417727,1.63748017738674,1.53291790734538,6.39038741137655,10099.7123610938,10609.265154407,5415.87721063422,4683.83515045957
184,11.9,10,11.4,820.53,0.01,10.01,11.38,36.4875,720.25382263,30437.7614679,10291.1039755,-6.90522466303122,-12.8681611174871,0.0458913998798,0.00954809171697,-6.94610593971453,-12.9684434824644,5.96293645445583,6.02233754274986,-5.96293645445583,-6.02233754274986,-0.301563754464894,-0.302408928019368,-4.9784656854749,-8.4199458145562,3.4414801290813,-3.4414801290813,-0.256857324397994,1577.85626911,1673.81039755,1407.02140673,1737.44036697,1611.74923547,1555.1559633,1537.33333333,1248.27217125,1590.32110092,1524.15902141,1629.26299694,2009.45259939,2124.60856269,1812.70948012,1737.44036697,1611.74923547,1555.1559633,1537.33333333,1248.27217125,1590.32110092,1524.15902141,1629.26299694,878.95412844,980.837920489,728.247706422,1004.15902141,965.816513761,984.948012232,982.883792049,623.902140673,752.073394495,864.513761468,863.525993884,9762.22629969,11337.1865443,7562.81039755,11780.5902141,9573.12844037,7283.60550459,7751.59327217,7152.5351682,11072.4373089,11617.5168196,8335.02752294,6411.68807339,7095.42201835,5082.80733945,7212.01223242,6460.3088685,4889.13761468,5020.71253823,4759.67889908,7073.31192661,7122.80733945,5998.382263,2931.79204893,3152.9204893,2310.84097859,3222.62996942,2954.60856269,2213.5382263,2222.81651376,2023.90825688,3204.96330275,3092.79510703,2896.27522936,17199.8195719,17606.4648318,16619.6697248,17681.8501529,16482.3730887,10000.5657492,10128.4281346,9881.36085627,10197.235474,9852.18348624,12106.5932722,12398.2782875,11805.2079511,12455.2079511,11646.4036697,15464.969419,15778.1651376,15034.7186544,15842.2262997,14850.440367,0.721720497264956,1.61897360414536,1.51002230574531,6.18701873599453,10271.9004067226,10831.9517636029,5484.28922660345,4787.61118011914
185,11.3,8.3,9.8,622.47,0.01,8.29,9.77,24.41,725.374496644,28392.0214765,7485.93557047,-4.67744781523337,-10.6945678048972,0.0708545829376,0.0164410463803,-4.73329183734309,-10.9069932542588,6.01711998966385,6.17370141691571,-6.01711998966385,-6.17370141691571,-0.391433377271883,-0.39473074696258,-4.0165927196998,-12.2009231668721,8.18433044717226,-8.18433044717226,-0.504659930929921,1577.18255034,1718.5261745,1483.56510067,1759.49395973,1612.6590604,1747.59731544,1535.19060403,1450.82416107,1544.16375839,1520.28053691,1727.62281879,2037.67248322,2182.7033557,1857.06040268,1759.49395973,1612.6590604,1747.59731544,1535.19060403,1450.82416107,1544.16375839,1520.28053691,1727.62281879,879.397315436,999.055033557,741.645637584,1064.81208054,996.712751678,921.370469799,885.958389262,687.687248322,734.390604027,874.855033557,881.455033557,10298.9624161,12207.5261745,8404.84161074,13050.6228188,8061.52885906,8348.88590604,12835.6053691,8061.52885906,10861.0818792,12927.9167785,8661.14228188,6811.65503356,7392.69798658,5992.23087248,7685.5557047,5467.09932886,6046.22416107,7567.69798658,5467.09932886,6829.52214765,7616.24563758,6507.9704698,3122.25234899,3261.65637584,2760.32080537,3315.46174497,2460.44832215,3001.12080537,3215.85234899,2460.44832215,3162.2442953,3241.03355705,3201.09932886,17324.3315436,17775.8818792,16665.790604,17891.5087248,16536.261745,10044.4255034,10236.4657718,9868.77718121,10325.5181208,9823.81744966,12093.1986577,12494.3731544,11593.0214765,12586.4832215,11388.7342282,15423.9060403,15867.7100671,14864.0644295,15997.7583893,14602.4697987,0.734394863855762,1.65591955550697,1.54803970360611,6.52997486808347,10831.6614268448,11378.1623186561,5865.730038517,4965.93138832784
186,19.9,13.2,15.1,650.77,0.04,13.16,15.14,126.295,715.194824962,27858.2222222,4859.8630137,-8.13946191106974,-13.9279986141183,0.0316562196878,0.00556767943473,-8.19521713721676,-13.8723012556746,5.78853670304858,5.67708411845788,-5.78853670304858,-5.67708411845788,-0.262310957640163,-0.25725974336501,-3.3926594763045,-12.4809731750398,9.08831369873525,-9.08831369873525,-0.572541515754783,1654.64535769,1882.92237443,1439.97564688,1995.94520548,1267.01826484,1776.05022831,1457.07914764,1267.01826484,1613.19939117,1281.65144597,1339.10045662,2069.31354642,2301.05631659,1861.33637747,1995.94520548,1267.01826484,1776.05022831,1457.07914764,1267.01826484,1613.19939117,1281.65144597,1339.10045662,850.587519026,986.916286149,568.450532725,1088.2739726,229.672754947,952.838660578,815.573820396,229.672754947,697.070015221,270.911719939,302.083713851,10199.1765601,11445.3363775,8607.12024353,11816.716895,10073.7534247,7451.68493151,8917.2283105,7451.68493151,10046.9634703,10276.0974125,9887.26027397,7135.48249619,7716.847793,6162.4109589,7950.08219178,7376.2739726,5692.08066971,5975.45814307,5565.94977169,7143.92694064,7300.58751903,7357.36986301,3418.79908676,3658.87975647,2982.29071537,3803.63622527,3602.3805175,3005.99086758,2702.15372907,2702.15372907,3351.18873668,3538.94672755,3648.49010654,17214.6560122,17586.7412481,16656.4718417,17781.5905632,16148.4292237,10220.0624049,10445.1491629,10100.456621,10658.652968,10045.3652968,11813.9193303,12022.608828,11489.5235921,12077.8082192,11351.0821918,15030.3881279,15351.1978691,14558.3196347,15443.3683409,14256.2374429,0.720825001562283,1.55370454179174,1.50736274661045,6.16396529485857,11190.8570622433,11579.0063986167,5725.66988613143,5465.18717611187
187,21.1,14,17.6,820.53,0.04,13.97,17.57,160.44,713.656967841,27935.762634,5032.74885145,-7.39665540599938,-13.1558651160346,0.0385408780807,0.00767417168131,-7.38957251382092,-13.2533483660873,5.75920971003525,5.86377585226637,-5.75920971003525,-5.86377585226637,-0.28021914411232,-0.284057468726414,-3.10925791403005,-11.6008236380681,8.49156572403807,-8.49156572403807,-0.577261634747829,1525.52986217,1749.03062787,1409.82388974,1949.618683,1325.04594181,1613.64777948,1491.90811639,1324.22052067,1559.64777948,1448.10872894,1580.52526799,1942.87748851,2133.82388974,1784.59724349,1949.618683,1325.04594181,1613.64777948,1491.90811639,1324.22052067,1559.64777948,1448.10872894,1580.52526799,822.580398162,946.681470138,624.747320061,1072.36753446,340.15007657,867.663093415,839.177641654,340.15007657,779.4762634,652.309341501,848.509954058,9666.67534456,10888.4701378,8271.4532925,12002.3185299,10361.8162328,7469.41194487,9334.79326187,7281.73966309,9975.1898928,11583.43951,9384.46094946,6959.15773354,7346.18529862,6000.29249617,7589.75344564,7175.09341501,6218.41500766,5672.71209801,5241.74119449,6969.31393568,7514.86676876,7104.4058193,3282.4517611,3516.53292496,2839.84686064,3614.20980092,3365.33078101,3106.34456355,2582.1424196,2477.91577335,3232.9050536,3395.34609495,3536.237366,17176.2909648,17647.8820827,16646.2480858,17774.0199081,16454.6983155,10302.8192956,10447.8300153,10035.5068913,10474.0490046,9875.94027565,11716.1378254,12216.3629403,11246.6125574,12489.7151608,10887.0015314,14962.8116386,15506.4900459,14422.8009188,15781.3078101,14115.8805513,0.727394229467365,1.60873107871956,1.52696711037651,6.33660184849451,10750.2378999969,11061.6520894286,5458.66128575983,5291.57661423708
188,22.6,13.9,16.5,297.09,0.05,14.57,16.53,89.3025,626.504076087,24644.9986413,9555.375,-6.07406017165618,-12.6467083997459,0.0270482970442,0.00792942197143,-6.08329126264857,-12.7135819000937,6.57264822808967,6.63029063744509,-6.57264822808967,-6.63029063744509,-0.351088589286344,-0.352733700974647,-2.41800866352914,-16.5763194539537,14.1583107904246,-14.1583107904246,-0.745396768069565,1746.24048913,1866.53668478,1506.44836957,1975.8736413,1268.14130435,1813.79891304,1796.8736413,1268.14130435,1889.02038043,1288.61956522,1472.28396739,2068.72282609,2208.36956522,1845.32472826,1975.8736413,1268.14130435,1813.79891304,1796.8736413,1268.14130435,1889.02038043,1288.61956522,1472.28396739,931.273097826,1034.5923913,680.74048913,1080.08831522,324.205163043,1002.39130435,981.845108696,324.205163043,915.16576087,363.270380435,606.72826087,9940.21467391,11269.0326087,9304.52445652,12108.1861413,9949.33559783,8859.59646739,10532.4130435,8859.59646739,11363.642663,10087.857337,9802.42527174,6916.5611413,7683.21603261,6404.5326087,7971.87092391,7029.69157609,6034.53396739,6834.13043478,6034.53396739,7804.75679348,7072.34375,7254.47826087,3278.63451087,3630.53532609,3054.3125,3835.1263587,3325.65081522,2937.41983696,3047.0951087,2921.50679348,3546.87907609,3329.62907609,3507.94701087,17065.2228261,17500.5434783,16749.4483696,17730.4660326,16595.0461957,10194.1657609,10414.7377717,10029.9538043,10500.6290761,9967.36820652,11854.6915761,12113.8478261,11550.2024457,12218.6861413,11400.9945652,15047.6875,15401.6766304,14720.1019022,15612.3682065,14554.28125,0.701151381703372,1.52484507086705,1.44952288240462,5.69235150357918,10924.9674804313,11364.7080494533,5472.31749592079,5452.64998451051
189,40.9,21.8,24.4,155.62,0.16,21.84,24.37,131.195,597.488757396,12595.1159763,3736.1443787,-5.49453623696612,-11.3800515068871,0.0543380993931,0.00998851007082,-5.76690538000259,-11.3006913428742,5.88551526992098,5.53378596287165,-5.88551526992098,-5.53378596287165,-0.348779795942858,-0.324227602322848,-7.7336867700362,-12.3500082781067,4.61632150807054,-4.61632150807054,-0.229854192518094,1720.06272189,1925.41656805,1532.31005917,2119.36568047,1547.04970414,2105.6556213,1737.86745562,1389.59171598,1700.72189349,1628.79171598,1389.59171598,2074.61183432,2250.0260355,1853.56213018,2119.36568047,1547.04970414,2105.6556213,1737.86745562,1389.59171598,1700.72189349,1628.79171598,1389.59171598,912.500591716,1030.86272189,680.744378698,1119.15739645,538.259171598,1119.15739645,927.661538462,356.294674556,911.953846154,774.771597633,356.294674556,9083.59171598,10165.8130178,8447.30295858,10791.1195266,8448.00591716,9088.09585799,9770.40710059,8231.1112426,9629.64970414,10246.4094675,8500.83431953,6614.47928994,7159.46272189,6020.51952663,7734.63431953,6795.78934911,6660.18816568,6498.4887574,5790.04615385,6892.38461538,7381.21183432,6777.29940828,3215.96094675,3488.84023669,2998.49822485,3668.26745562,3484.92071006,3343.46627219,3032.75502959,2816.50532544,3278.19289941,3495.93372781,3416.83076923,16916.4177515,17128.8899408,16512.1502959,17250.6378698,16228.3195266,10233.9538462,10427.2426036,10131.4201183,10681.9266272,10054.5384615,11682.4023669,11884.4023669,11412.1751479,12012.0272189,11081.7609467,14874.504142,15080.3668639,14462.164497,15254.3266272,14153.6544379,0.681577612134525,1.46552897336096,1.39326281698204,5.28096539758677,10379.4521750312,10704.6410804743,4855.91452402723,5523.537651004
190,34,20.9,30.2,113.18,0.13,20.91,30.17,154.635,626.185867896,12098.5652842,6064.33640553,-7.05534363295464,-13.1602416834714,0.0490000516108,0.00836505670352,-7.14301066353793,-13.2715952188287,6.10489805051675,6.12858455529074,-6.10489805051675,-6.12858455529074,-0.301989675537926,-0.300205871747169,-4.34038356153604,-10.8788250117937,6.53844145025766,-6.53844145025766,-0.429617704413072,1523.24731183,1800.70660522,1361.15207373,2135.89554531,1381.62519201,2135.89554531,1324.1781874,1243.49001536,1536.98924731,1452.13056836,1615.21505376,1879.62672811,2130.1827957,1781.60829493,2135.89554531,1381.62519201,2135.89554531,1324.1781874,1243.49001536,1536.98924731,1452.13056836,1615.21505376,813.976958525,1041.73271889,786.806451613,1175.1781874,875.201228879,1160.20122888,830.907834101,776.42703533,822.574500768,785.285714286,815.869431644,8155.32411674,8994.37788018,7153.46697389,9613.05376344,6738.84331797,9251.43932412,6806.8202765,6521.65284178,8104.33486943,8700.11981567,8513.34408602,6021.92780338,6645.44086022,4988.03840246,7304.08602151,4359.05529954,7304.08602151,4254.67741935,4057.17204301,6188.24884793,5958.86635945,6495.19201229,2870.30875576,3253.35023041,2290.22887865,3567.75115207,1953.81105991,3567.75115207,1857.13517665,1786.23195084,2944.80030722,2721.13210445,3240.56835637,16741.1459293,17022.9923195,16405.6804916,17128.3732719,16243.5115207,10202.2795699,10327.6036866,9975.93548387,10408.9078341,9812.16897081,11477.3625192,11917.4162826,11284.6789555,12414.2949309,11172.4731183,14694.0276498,15289.1812596,14463.0506912,15856.734255,14299.4423963,0.685233027813681,1.48156737201075,1.40365957081665,5.35390678414679,9365.95588110555,9643.12057496058,4378.54063240841,4987.41524869714
191,44.1,28.4,29.5,99.03,0.16,28.44,29.45,174.375,624.427051672,25442.5911854,6610.51519757,-7.14532453392701,-13.1895922440316,0.0331043170476,0.00678680977065,-7.22882159932799,-13.2838112200554,6.04426771010463,6.05498962072738,-6.04426771010463,-6.05498962072738,-0.297235920663128,-0.295183444955234,-6.90086400285017,-10.4916929569118,3.59082895406166,-3.59082895406166,-0.206457794697416,1467.41337386,1717.80547112,1214.52431611,1889.57598784,1884.88449848,1837.94832827,1047.8556231,1047.8556231,1468.0106383,1360.77051672,1481.85258359,1904.25835866,2130.24924012,1654.81306991,1889.57598784,1884.88449848,1837.94832827,1047.8556231,1047.8556231,1468.0106383,1360.77051672,1481.85258359,768.024316109,1025.01215805,701.474164134,1208.34954407,1208.34954407,1179.48784195,703.193009119,689.246200608,753.123100304,744.825227964,701.917933131,8407.6550152,10372.8510638,6339.62613982,10632.3784195,7319.22644377,7041.30091185,6434.11246201,5364.85714286,10550.2401216,10210.0075988,7801.14285714,6423.39665653,6865.26291793,4726.26899696,6967.79331307,6244.13981763,6046.95896657,3449.27659574,3234.44680851,6964.4787234,6276.31306991,6765.72644377,2924.14741641,3118.53039514,1964.98480243,3171.72948328,3111.68237082,3058.93768997,1222.74468085,1222.74468085,3104.58510638,2676.4331307,3007.02887538,16986.4878419,17598.4680851,16226.9954407,17643.7051672,15859.7294833,10154.9118541,10406.7036474,9771.7781155,10460.0942249,9600.20516717,11598.8738602,12754.5303951,10734.9361702,13200.4346505,10710.6322188,15100.7203647,16438.7355623,14130.4711246,17112.8586626,13941.4954407,0.702804412881705,1.51494590728845,1.45431298087927,5.72957502294247,9741.65708783707,9964.5960060763,4622.77716611223,5118.87992172484
