"FIDs","AveDBH","AveHt.1","BasalArWtHt.1","Density","AveBasalAr","AveHt.2","BasalArWtHt.2","AveAGB","dem","aspect","slope","s1vv","s1vh","s1vvstd","s1vhstd","s1vvmd","s1vhmd","s1vvrvh","s1vvrvhmd","s1vhrvv","s1vhrvvmd","s1npdi","s1npdimd","p2hh","p2hv","p2hhrhv","p2hvrhh","p2npdi","l8r","l8r75smax","l8r25min","l8rmax","l8rmaxLST","l8rmaxRN","l8rmaxSVVI","l8rmin","l8rminLST","l8rminRN","l8rminSVVI","l8g","l8g75smax","l8g25min","l8gmax","l8gmaxLST","l8gmaxRN","l8gmaxSVVI","l8gmin","l8gminLST","l8gminRN","l8gminSVVI","l8b","l8b75smax","l8b25min","l8bmax","l8bmaxLST","l8bmaxRN","l8bmaxSVVI","l8bmin","l8bminLST","l8bminRN","l8bminSVVI","l8nir","l8nir75smax","l8nir25min","l8nirmax","l8nirmaxLST","l8nirmaxRN","l8nirmaxSVVI","l8nirmin","l8nirminLST","l8nirminRN","l8nirminSVVI","l8sw1","l8sw175smax","l8sw125min","l8sw1max","l8sw1maxLST","l8sw1maxRN","l8sw1maxSVVI","l8sw1min","l8sw1minLST","l8sw1minRN","l8sw1minSVVI","l8sw2","l8sw275smax","l8sw225min","l8sw2max","l8sw2maxLST","l8sw2maxRN","l8sw2maxSVVI","l8sw2min","l8sw2minLST","l8sw2minRN","l8sw2minSVVI","l8RNav2575","l8RNav75smax","l8RNavsmin25","l8RNmax","l8RNmin","l8SVVIav2575","l8SVVIav75smax","l8SVVIavsmin25","l8SVVImax","l8SVVImin","l8NS1av2575","l8NS1av75smax","l8NS1avsmin25","l8NS1max","l8NS1min","l8NS2av2575","l8NS2av75smax","l8NS2avsmin25","l8NS2max","l8NS2min","l8ndvi","l8evi","l8evi2","l8rvi","l8tcw","l8tcb","l8tcg","l8tcwgd"
424,12,10.5,14.1,1202.5,0.01,10.55,14.07,95.9325,337.978461538,24037.1461538,7130.64615385,-6.86154088934656,-12.147096950538,0.0303535286452,0.00831464317842,-6.98729797170563,-12.1815482398945,5.28555606119144,5.19425026818884,-5.28555606119144,-5.19425026818884,-0.278060748261567,-0.27097354795645,-2.03116392899192,-12.0642129673748,10.0330490383829,-10.0330490383829,-0.711797145415037,1400.76923077,1563.12615385,1357.81384615,1681.61692308,1409.84461538,1681.61692308,1584.14,1357.81384615,1358.89692308,1409.84461538,1358.89692308,1866.64,2040.01692308,1797.09846154,1681.61692308,1409.84461538,1681.61692308,1584.14,1357.81384615,1358.89692308,1409.84461538,1358.89692308,777.850769231,999.452307692,734.738461538,1171.94769231,785.883076923,1171.94769231,1076.90769231,734.738461538,750.524615385,785.883076923,750.524615385,8938.20923077,10774.4861538,7858.22923077,12000.1707692,12000.1707692,9445.04,10143.6246154,7858.22923077,7858.22923077,12000.1707692,7858.22923077,6292.29230769,6924.92,5992.88615385,7204.91384615,7204.91384615,6015.50153846,6280.58461538,5992.88615385,6216.5,7204.91384615,6216.5,2698.06153846,2867.11692308,2544.14923077,2891.64,2891.64,2544.79538462,2613.84153846,2544.14923077,2707.48461538,2891.64,2707.48461538,17134.2476923,17638.3230769,16975.8507692,17896.4876923,16975.8507692,9909.85692308,10191.2061538,9782.02769231,10267.6584615,9782.02769231,11719.76,12358.7507692,11165.3415385,12496.0138462,11165.3415385,15340.26,15935.9430769,14871.9,16119.42,14871.9,0.72903140557247,1.63715829128834,1.53186856012072,6.38092915979935,9697.96407245974,10113.0916552302,5079.32952984631,4618.63454261343
425,15.2,12.3,13.5,1117.62,0.02,12.3,13.51,99.9525,347.709230769,8289.87846154,3166.76153846,-8.44289418277906,-13.3202075344468,0.0213159152722,0.0046435699705,-8.47722827827154,-13.3892639803317,4.87731335166777,4.9120357020602,-4.87731335166777,-4.9120357020602,-0.224109293566702,-0.224637570762068,-5.28486237861465,-9.82260815596075,4.5377457773461,-4.5377457773461,-0.300364363905982,1501.83384615,1693.17846154,1391.75846154,1845.20307692,1450.84461538,1776.80153846,1364.26,1293.13538462,1648.53692308,1333.25538462,1478.55692308,2098.72153846,2306.57538462,2001.37846154,1845.20307692,1450.84461538,1776.80153846,1364.26,1293.13538462,1648.53692308,1333.25538462,1478.55692308,1003.79692308,1378.32615385,823.223076923,1591.48307692,1591.48307692,1496.36923077,1410.56,792.987692308,993.48,869.030769231,812.029230769,8990.66769231,9652.96,8354.24923077,9909.79384615,8230.84769231,8747.06923077,8805.66615385,8224.76461538,8345.98307692,9850.5,8699.39846154,5362.68769231,6214.34,4380.36,6483.66923077,3805.79230769,5182.46923077,3998.34615385,3805.79230769,5876.46153846,5629.49846154,6189.75076923,2313.78461538,2791.10615385,1537.41230769,2890.96153846,1118.88923077,2055.81230769,1146.28615385,1118.88923077,2654.26,2133.07692308,2787.81384615,17006.0153846,17312.4892308,16750.56,17614.3584615,16636.42,9639.3,10072.2630769,9228.70769231,10130.4538462,9098.24153846,12311.6107692,13342.4169231,11713.7015385,13744.9138462,11640.0107692,15678.9292308,16909.1938462,15176.3876923,17699.3230769,15108.3692308,0.713731975040448,1.78744874216293,1.48634345602143,5.98645963090915,8992.02926230691,9779.65805923105,4932.60820785044,4059.42105445647
426,12.7,10.6,14.2,1004.44,0.02,10.57,14.15,91.5725,334.728244275,4875.25801527,9465.9648855,-7.48382865374614,-12.7179853550556,0.0280547495533,0.00585558433299,-7.53594313789531,-12.7321560295891,5.23415670130947,5.19621289169375,-5.23415670130947,-5.19621289169375,-0.259093401168281,-0.256373962291931,-6.33578239434783,-12.332185839649,5.99640344530114,-5.99640344530114,-0.321213501659003,1496.98473282,1565.32366412,1399.57709924,1582.42290076,1546.2519084,1572.02290076,1582.42290076,1372.18778626,1426.92366412,1374.44274809,1426.92366412,2087.50839695,2197.21068702,1945.09312977,1582.42290076,1546.2519084,1572.02290076,1582.42290076,1372.18778626,1426.92366412,1374.44274809,1426.92366412,856.870229008,1028.49312977,794.232061069,1158.81221374,904.210687023,1083.61221374,1158.81221374,767.801526718,769.126717557,874.45648855,769.126717557,9036.74656489,9989.38931298,7929.06870229,10287.6167939,9520.16946565,8150.54045802,8431.54045802,7698.4610687,7706.83969466,9741.63816794,7706.83969466,6411.24732824,6989.85343511,5317.46870229,7040.92824427,6561.64580153,5023.44122137,4852.24122137,4852.24122137,5953.85343511,6770.58931298,5953.85343511,2912.79236641,3121.96335878,2410.81526718,3160.76335878,2923.16335878,2264.85954198,2133.45954198,2133.45954198,2818.81374046,3003.4519084,2818.81374046,17137.1022901,17440.7816794,16814.6641221,17527.2229008,16759.2625954,10133.1114504,10246.7389313,9841.85038168,10291.3954198,9629.75877863,11697.6763359,12285.4748092,11407.610687,12698.4396947,11278.9206107,15156.0198473,15642.2198473,14812.9312977,15963.6671756,14638.3969466,0.715773130999565,1.62591184907525,1.49237083016486,6.03663241632845,10001.3520679357,10399.8172228997,4993.45184992843,5007.90021800726
427,10.2,8.3,9.8,1259.09,0.01,8.29,9.84,35.6175,418.769585253,31894.4577573,12284.562212,-7.6466975772317,-13.048959620451,0.0390881002064,0.00816757170721,-7.84230353385095,-13.0839538387085,5.40226204321931,5.24165030485753,-5.40226204321931,-5.24165030485753,-0.261033606790907,-0.250481976377243,-13.3140032130643,-21.5183062194351,8.20430300637084,-8.20430300637084,-0.235537153293546,1315.13364055,1651.09677419,1126.79723502,1931.02304147,1005.30414747,1931.02304147,1005.30414747,1005.30414747,1325.7281106,1248.29032258,1325.7281106,1914.26267281,2225.23963134,1709.98156682,1931.02304147,1005.30414747,1931.02304147,1005.30414747,1005.30414747,1325.7281106,1248.29032258,1325.7281106,816.668202765,1188.55760369,750.35483871,1518.9124424,858.202764977,1518.9124424,858.202764977,721.880184332,721.880184332,797,721.880184332,7925.4562212,9612.60368664,6719.57603687,9679.94009217,6789.41474654,6649,6789.41474654,6649,7442.16129032,9619,7442.16129032,4950.69124424,6229.73732719,3149.74654378,6420.11059908,2943.28571429,3355.47004608,2943.28571429,2943.28571429,5456.50230415,6039.3640553,5456.50230415,2264.61751152,2790.16129032,1146.31336406,2905.58525346,644.626728111,1647,644.626728111,644.626728111,2472.85253456,2673.73732719,2472.85253456,17299.8571429,17623.1013825,16240.3502304,17702.9032258,15504.718894,9822.94930876,10122.9078341,9323.22119816,10154.9400922,9240.18894009,12522.3732719,13621.0276498,11763.3133641,13949.59447,11539.2119816,15678.0829493,17147.2442396,15183.7096774,18264.4884793,15012.1705069,0.715357209826227,1.70505427993475,1.49112505949338,6.0263504611482,8187.87670599015,8769.46679539108,4335.01814147803,3852.85856451211
428,14.7,12.3,14.9,947.86,0.02,12.29,14.88,119.3575,335.224111283,19104.8268934,11109.4126739,-7.52846066809332,-13.1787930911888,0.0348174044693,0.00706036741251,-7.66300000625185,-13.2538346011862,5.65033242309545,5.59083459493435,-5.65033242309545,-5.59083459493435,-0.272867299970315,-0.26728875089667,-5.5901661642707,-10.1378584501177,4.54769228584698,-4.54769228584698,-0.289145801672172,1633.52086553,1708.20092736,1491.41576507,1727.32148377,1665.13292117,1690.32457496,1664.12828439,1412.7202473,1446.79134467,1569.29520866,1449.13755796,2099.85007728,2340.97681607,1927.87017002,1727.32148377,1665.13292117,1690.32457496,1664.12828439,1412.7202473,1446.79134467,1569.29520866,1449.13755796,1051.01081917,1584.94281298,827.227202473,1754.79289026,1495.19010819,1366.91499227,1754.79289026,808.85625966,812.465224111,938.778979907,825.556414219,7624.48995363,8604.14683153,7144.92426584,8993.51468315,7272.91344668,7243.01545595,7564.30293663,7046.05100464,7051.45749614,8968.42040185,7085.76661515,5238.62132921,6303.86862442,4011.48222566,6518.57187017,4043.61823802,4207.16846986,3979.0942813,3974.60587326,5926.94744977,6057.09737249,5932.04791345,2394.36166924,2971.0618238,1542.74652241,3083.30602782,1742.90880989,1895.38021638,1342.55023184,1342.55023184,2888.02009274,2675.76506955,2902.64142195,16539.8469861,16833.3678516,16261.9041731,17019.1684699,16226.6151468,9901.13292117,10342.618238,9363.2812983,10403.0834621,9253.07264297,11953.1854714,12925.8887172,11049.3802164,13106.87017,10873.5595054,15304.3693972,16474.9721793,14406.8408037,16988.0293663,14201.4420402,0.647111912604524,1.56929687336478,1.29720253874209,4.66751916949418,8525.84036738444,9045.60346769442,3832.85384698525,4692.9865203992
429,12.4,9.3,12.1,1372.27,0.01,9.34,12.09,91.92,365.776234568,3205.15432099,6478.43518519,-7.10977389090015,-12.7840833280358,0.0350361022075,0.00851375982309,-7.33048928560694,-12.9783180788202,5.67430943713564,5.64782879321327,-5.67430943713564,-5.64782879321327,-0.285229223005308,-0.278097511678898,-12.2084423330938,-17.7747426241501,5.56630029105631,-5.56630029105631,-0.185647398666748,1518.10030864,1720.6882716,1399.60648148,1922.05246914,1429.95061728,1922.05246914,1718.05246914,1321.10493827,1708.17283951,1356.75308642,1513.93364198,1957.61419753,2166.95679012,1846.11265432,1922.05246914,1429.95061728,1922.05246914,1718.05246914,1321.10493827,1708.17283951,1356.75308642,1513.93364198,876.445987654,1192.33179012,804.299382716,1520.62191358,816.157407407,1520.62191358,1371.81944444,778.587962963,1264.27006173,848.924382716,825.74845679,8039.86728395,8582.89660494,7475.57407407,8979.27314815,8462.43209877,8050.31481481,7850.09259259,7146.2191358,7581.08333333,8556.58179012,7922.27314815,5217.0617284,5867.57561728,4323.8117284,6162.69907407,5878.61265432,4443.1558642,4058.45216049,4007.10030864,4395.04475309,5409.58333333,5832.36265432,2439.54320988,2719.74074074,1905.98611111,2809.3441358,2520.37654321,2055.51851852,1707.75308642,1663.60648148,2011.37191358,2151.8287037,2765.11728395,16661.1697531,17053.2222222,16278.0123457,17230.7947531,16129,9916.375,10108.9506173,9558.86111111,10202.0895062,9395.33024691,11983.4320988,12657.8194444,11623.8472222,13239.4212963,11476.0154321,15286.632716,15944.1790123,14886.3533951,16469.6373457,14747.1080247,0.682338259900162,1.54162499287934,1.39541147013823,5.29600530227977,8580.3903256213,9127.67052639042,4270.86107901307,4309.52924660823
430,48.1,30.3,32.1,254.65,0.19,30.27,32.14,1137.735,366.230769231,6622.93076923,5932.57846154,-9.68407365022572,-16.4634570275226,0.0197999050067,0.0025479679415,-9.82664818233274,-16.4553612528878,6.77938337729688,6.62871307055506,-6.77938337729688,-6.62871307055506,-0.259274325398007,-0.252214850119942,-10.0856612126079,-14.6372900314954,4.55162881888742,-4.55162881888742,-0.184105399632378,4296.61538462,4895.24615385,3861.06153846,5187,5187,5187,3914.58461538,3796.33846154,4602.55384615,3925.78461538,4560.46153846,4008,4223.95384615,3728.50769231,5187,5187,5187,3914.58461538,3796.33846154,4602.55384615,3925.78461538,4560.46153846,1993.75384615,2234.12307692,1821.90769231,2374.43076923,2069.43076923,2069.43076923,1813.76923077,1805.64615385,2077.43076923,1805.64615385,2092.87692308,9365.23076923,10073.0307692,8385.87692308,10266,10266,10266,8751.50769231,7951,9880,8819.81538462,9850.15384615,10397.5846154,11982.5384615,8634.12307692,12149.3076923,11894.0461538,11894.0461538,8643.49230769,8528.06153846,12070.9692308,8739.24615385,11947.8923077,6942.55384615,8067.07692308,5378.73846154,8269.07692308,7926.53846154,7926.53846154,5399.73846154,5306.83076923,8206.61538462,5449.64615385,8163.41538462,13614.4,13758.0307692,13402.7846154,13839.9230769,13297.8615385,11452.0461538,11822.9384615,10912.2,11907.2307692,10895.1538462,9433.83076923,9848.43076923,9137.83076923,10060.8461538,8987.8,11473.6923077,12179.3538462,11009.4153846,12367.6307692,10910.3384615,0.371005157540998,0.627528513631574,0.643940904260411,2.17967631051023,16259.1914369329,15566.8868338538,2527.56484307694,13731.626593856
431,17.2,12.5,17.1,650.77,0.03,12.51,17.08,130.495,424.407066052,29043.3026114,7722.91705069,-8.2884063432847,-14.0070394620818,0.026262152219,0.0053643892203,-8.4128171091035,-14.0299343721161,5.71863311879713,5.61711726301257,-5.71863311879713,-5.61711726301257,-0.256493329118391,-0.250286479699829,-4.58814275830383,-13.4923881371328,8.90424537882895,-8.90424537882895,-0.492476987004641,1631.40706605,1830.64823349,1464.11367127,1960.96620584,1497.83870968,1851.49769585,1548.03225806,1381.31797235,1807.27956989,1548.03225806,1851.49769585,2019.33640553,2213.12903226,1955.65284178,1960.96620584,1497.83870968,1851.49769585,1548.03225806,1381.31797235,1807.27956989,1548.03225806,1851.49769585,857.448540707,1175.22887865,775.437788018,1666.25499232,929.167434716,907.933947773,1341.47158218,758.267281106,851.764976959,1341.47158218,907.933947773,7959.32872504,8947.08141321,7269.47619048,9643.35330261,8704.21044547,6931.65284178,9310.11827957,6931.65284178,7486.76958525,9310.11827957,6931.65284178,5827.91397849,6339.02304147,5117.73579109,6729.76651306,4699.85560676,6141.71582181,5143.82949309,4699.85560676,6468.57142857,5143.82949309,6141.71582181,2601.6328725,3165.26113671,1921.75883257,3358.453149,1701.85253456,3280.69431644,1864.98156682,1701.85253456,3292.04761905,1864.98156682,3280.69431644,16557.2918587,16950.0368664,15999.1228879,17204.3978495,15802.0660522,9981.46850998,10421.124424,9444.03993856,10532.2688172,9410.55299539,11259.921659,12436.7173579,10725.6482335,13054.5422427,10635.8694316,14550.2642089,16042.3425499,13824.7665131,16820.0276498,13623.0384025,0.65979522289299,1.39776763099131,1.33211487123455,4.87881221718091,9107.96876911926,9488.43106589552,4163.45001244494,4944.51875667432
432,14.5,10.6,16.8,820.53,0.02,10.59,16.77,102.9825,417.06779661,24823.9121726,8147.42526965,-6.09782583237192,-12.0253649112837,0.039037170741,0.0120697505299,-6.210113426911,-12.1749688840568,5.92753907891174,5.9648554571458,-5.92753907891174,-5.9648554571458,-0.327069287232813,-0.324439964763574,-3.01216876561818,-10.38737511959,7.37520635397182,-7.37520635397182,-0.550407268870796,1831.98613251,1969.50385208,1608.10169492,2016.62403698,1754.10015408,1965.73959938,1939.58243451,1507.97996918,1751.7211094,1507.97996918,1751.7211094,2239.94453005,2542.08474576,1979.46379045,2016.62403698,1754.10015408,1965.73959938,1939.58243451,1507.97996918,1751.7211094,1507.97996918,1751.7211094,1129.76117103,1621.93836672,837.596302003,1692.60246533,902.525423729,964.845916795,1673.05855162,804.218798151,869.973805855,804.218798151,869.973805855,8778.20338983,9893.01848998,8297.28197227,10685.4360555,8837.21417565,8327.28505393,10572.2958398,8132.08628659,8216.59167951,8994.92912173,8216.59167951,6407.11402157,6901.56086287,5914.98305085,7246.46379045,6313.52850539,6604.71802773,6446.89676425,5534.48228043,7246.46379045,6327.67334361,7246.46379045,2937.49922958,3292.98767334,2612.26502311,3490.49922958,2921.58859784,3214.61479199,2748.93836672,2526.71186441,3490.49922958,2906.73651772,3490.49922958,16675.3035439,17028.7596302,16330.1910632,17131.7488444,16208.1201849,10036.7411402,10419.0662558,9658.81972265,10569.7673344,9610.97688752,11830.4976888,12402.5454545,11032.1756549,12443.1155624,10657.6918336,15118.5069337,15787.8921418,14369.3189522,15903.164869,14092.6178737,0.654674192453827,1.53705782645563,1.31797074531527,4.79163200749942,10102.750483818,10541.9652554677,4504.4502955324,5598.30018828558
433,11.3,10,12.1,2150.36,0.01,10,12.07,126.805,335.427051672,12987.8510638,11863.5547112,-7.29955807959188,-12.4218736712925,0.050105785566,0.00866587633567,-7.5430246037188,-12.4520189506714,5.12231559170058,4.9089943469526,-5.12231559170058,-4.9089943469526,-0.259733454264591,-0.245510560334577,-9.30488755782751,-13.454680091503,4.14979253367544,-4.14979253367544,-0.182331782291019,1915.53495441,2186.52279635,1752.53343465,2313.37841945,2221.99696049,2283.90273556,2156.0775076,1723.38601824,1927.25987842,1946.04407295,1781.61246201,2478.82674772,2726.20212766,2219.68085106,2313.37841945,2221.99696049,2283.90273556,2156.0775076,1723.38601824,1927.25987842,1946.04407295,1781.61246201,1231.39209726,1515.93768997,981.246200608,1621.58358663,1395.05319149,1496.39209726,1621.58358663,951.196048632,1354.66109422,1406.89209726,955.317629179,7988.61094225,9892.47416413,6846.52279635,10414.0136778,6866.56382979,7114.75227964,10414.0136778,6587.97112462,9555.21884498,9759.35106383,7362.98480243,6611.40273556,6944.77051672,6342.04559271,7025.80547112,6778.67021277,6733.30091185,6547.23708207,6310.25075988,6633.03191489,6676.44528875,6808.99696049,3329.30851064,3578.08358663,3111.39361702,3659.2006079,3510.47264438,3480.9331307,3076.19756839,3070.26139818,3191.55775076,3169.76443769,3537.9893617,16220.1291793,16617.3009119,15487.4468085,16676.6656535,15076.3586626,10345.5744681,10585.2203647,9892.31306991,10616.1337386,9728.05471125,10840.0288754,11972.3738602,10158.4118541,12292.0744681,10028.7051672,13959.8905775,15129.5896657,13288.1322188,15453.718845,13167.7598784,0.613185230832276,1.48161677029576,1.20622998533321,4.17043339452428,10248.103859878,10414.9285949842,3746.65361975677,6501.45024012119
434,11.9,10.5,12,1075.18,0.01,10.53,11.96,65.5325,320.555214724,15355.8466258,9295.36503067,-8.14775367483312,-13.3747651847023,0.0387378559145,0.00924480825297,-8.38989923619117,-13.5021778791049,5.22701150986922,5.11227864291376,-5.22701150986922,-5.11227864291376,-0.242862443005987,-0.23352186345725,-8.83838379063538,-10.1487312579122,1.31034746727687,-1.31034746727687,-0.0690124573389101,1880.54907975,2178.61349693,1606.4601227,2258.26687117,2009.13190184,2174.88343558,2166.86809816,1522.27607362,1775.30674847,1839.55521472,1866.62883436,2335.00613497,2657.56441718,2039.79447853,2258.26687117,2009.13190184,2174.88343558,2166.86809816,1522.27607362,1775.30674847,1839.55521472,1866.62883436,1180.83128834,1608.10122699,879.711656442,1759.60122699,1248.83742331,1335.58282209,1759.60122699,858.726993865,1177.26687117,1307.58588957,960.509202454,7412.64110429,9034.06748466,6183.97239264,9291.95092025,6467.75153374,6349.06441718,9291.95092025,5900.98466258,8190.71165644,8775.30368098,6742.62576687,5942.8006135,6505.41104294,5399.47546012,6788.43251534,5793.10736196,6368.71779141,5927.89877301,5063.58588957,5880.72392638,5781.91717791,6788.43251534,3042.81288344,3475.2392638,2692.37730061,3673.21472393,3124.29141104,3566.29141104,2983.57668712,2547.55214724,2838.01533742,2860.54294479,3610.88343558,16078.7668712,16417.5920245,15390.1595092,16534.1042945,14892.7760736,10221.5552147,10570.5490798,9843.59202454,10696.1564417,9758.35582822,11132.7300613,12147.3159509,10169.2300613,12228.5153374,9865.02453988,14188.2208589,15128.2331288,13176.7760736,15227.2668712,12807.1134969,0.595284494881073,1.4054110752319,1.15957723861594,3.94174296438753,9397.95560184125,9628.00497883116,3393.32365981552,6004.63194202573
435,12.8,10.2,15.9,1103.47,0.02,10.19,15.92,95.52,437.487692308,17027.4846154,11523.2723077,-6.82829029992315,-12.5712426122134,0.0289551805848,0.0057932150543,-6.79497558400503,-12.6229381815807,5.74295231229021,5.82796259757566,-5.74295231229021,-5.82796259757566,-0.296035597264168,-0.300133303089673,-5.2364101216335,-8.47197675794155,3.23556663630805,-3.23556663630805,-0.236028255164648,1834.96615385,2059.14153846,1667.38923077,2269.37538462,1761.22615385,2130.11076923,2194.34923077,1597.59846154,1911.68461538,1623.13384615,1950.45076923,2349.29230769,2513.60307692,2253.62923077,2269.37538462,1761.22615385,2130.11076923,2194.34923077,1597.59846154,1911.68461538,1623.13384615,1950.45076923,1006.93384615,1291.89538462,948.836923077,1491.41692308,968.98,1174.97692308,1491.41692308,930.82,1043.77538462,1060.52615385,957.36,11023.2384615,11654.7092308,10525.5907692,11838.1323077,11409.94,10797.3261538,11741.4123077,10283.0384615,10698.22,11139.7784615,10670.14,7745.31846154,8285.51384615,7075.54153846,8681.14307692,7810.40461538,8371.58307692,7573.46769231,6630.38769231,8365.68461538,7240.68153846,8681.14307692,3600.17538462,3991.86615385,3181.07846154,4195.23230769,3714.86461538,4009.02769231,3359.67692308,3002.34307692,3895.08461538,3387.03384615,4178.13230769,17088.3676923,17342.7,16822.4015385,17473.7784615,16712.5984615,10137.8507692,10444.7292308,9851.95692308,10642.8523077,9817.22,11816.1815385,12166.2692308,11285.6969231,12277.32,11011.6046154,15057.7846154,15466.8938462,14622.2338462,15655.8030769,14370.7984615,0.714584390474011,1.58615044499094,1.48888039093592,6.00732522415838,12126.1327872211,12593.9983249032,6130.39176166332,5995.74102555779
436,12.3,8.4,9.7,1301.53,0.01,8.4,9.68,59.7675,367.273006135,21780.1380368,5396.72699387,-8.95479515565681,-14.2379236155594,0.0152491332815,0.00469985539579,-8.9866997660237,-14.1975804024474,5.28312845990258,5.21088063642375,-5.28312845990258,-5.21088063642375,-0.22779254610112,-0.224759216096351,-3.47896427076671,-10.9360295864781,7.45706531571135,-7.45706531571135,-0.517313110887212,1672.42944785,2088.67484663,1437.70552147,2253.45705521,1376.54601227,2087.06748466,1452.14110429,1369.4601227,1681.73006135,1462.04601227,1606.3404908,2175.58895706,2578,2017.93251534,2253.45705521,1376.54601227,2087.06748466,1452.14110429,1369.4601227,1681.73006135,1462.04601227,1606.3404908,1109.11042945,1672.03067485,843.693251534,1844.33435583,932.493865031,1718.40184049,1072.53067485,821.294478528,1228.99693252,877.493865031,821.294478528,10154.2576687,11336.2453988,9156.64723926,12214.7576687,11293.9202454,8769.26993865,10227.196319,8769.26993865,10033.6748466,11999.4202454,10085.3159509,6366.28527607,6926.01226994,5674.40184049,7111.79447853,5931.35582822,6221.46932515,5328.85276074,5318.22392638,5763.04601227,6849.85582822,6744.94478528,2811.64417178,3034.25766871,2307.57361963,3094.41411043,2184.07055215,2822.09202454,1934.40184049,1933.24233129,2476.02760736,2789.57055215,3003.79447853,16957.803681,17661.5674847,16275.2208589,17829.006135,16152.9570552,9730.79447853,9916.13803681,9496.45398773,10067.6104294,9381.06134969,12243.696319,12866.7269939,11783.5030675,13141.6871166,11700.1717791,15636.6104294,16362.107362,15216.5582822,16813.506135,15099.0889571,0.717177019841907,1.78617357487125,1.49653739450306,6.07156115419628,10416.72404662,11166.5153282134,5628.63763250616,4788.08641411382
437,12.5,9.8,11.5,1471.3,0.01,9.78,11.53,78.0475,385.942989214,22141.2896764,9361.17411402,-7.0392620030533,-12.1957602887197,0.0256300747067,0.0080325666231,-7.06963978456817,-12.3330600346305,5.15649828566642,5.26342025006236,-5.15649828566642,-5.26342025006236,-0.26807862280835,-0.271272570266447,-3.94899412203597,-9.75996241220166,5.81096829016569,-5.81096829016569,-0.423881152125109,1503.05084746,1797.82742681,1383.79506934,1949.74730354,1424.55161787,1949.74730354,1512.52080123,1367.24807396,1645.201849,1462.65793529,1402.35747304,2022.61633282,2220.20955316,1885.05238829,1949.74730354,1424.55161787,1949.74730354,1512.52080123,1367.24807396,1645.201849,1462.65793529,1402.35747304,1006.89676425,1340.03081664,785.557781202,1527.62711864,1068.77195686,1527.62711864,1084.46070878,753.546995378,1152.39137134,1049.88289676,756.209553159,8932.5577812,10683.422188,7361.75192604,11643.5608629,10948.2665639,6992.87365177,9755.07395994,6992.87365177,9722.09861325,11643.5608629,8980.13867488,5590.43913713,6479.09090909,4965.04006163,6867.34360555,6353.74268105,4847.57010786,5450.80893683,4847.57010786,5698.46841294,6867.34360555,5991.43143297,2511.24191063,2765.40523883,2220.08628659,2858.38366718,2535.72727273,2436.45916795,2200.02619414,2174.41140216,2466.73497689,2856.67026194,2633.37134052,16884.559322,17594.5824345,15870.2927581,17764.3620955,15638.4884438,9763.41140216,9944.27272727,9614.56548536,10033.6594761,9566.46841294,12191.3004622,12694.422188,11839.4637904,12822.6825886,11811.9506934,15518.7966102,16171.2326656,14886.5993837,16300.6671803,14833.4375963,0.711938057291249,1.78591561773518,1.48105775736564,5.942951162494,9210.34259321646,9879.99461848695,4891.09522834935,4319.2473648671
438,13.1,7.6,8.1,466.85,0.01,7.63,8.13,21.0075,486.536585366,5757.00457317,5217.55030488,-7.56257075096395,-12.2489851620081,0.0291438808909,0.00778345972592,-7.60924570828745,-12.3176087654863,4.68641441104418,4.70836305719881,-4.68641441104418,-4.70836305719881,-0.236549538644547,-0.236282302527758,-2.1107727837867,-10.5515745204866,8.4408017366999,-8.4408017366999,-0.666606398787632,1704.59756098,1795.50304878,1603.18902439,1851.97256098,1551.5625,1834.83384146,1558.99542683,1551.5625,1826.64786585,1695.05792683,1778.65243902,2172.9527439,2230.17987805,2099.89481707,1851.97256098,1551.5625,1834.83384146,1558.99542683,1551.5625,1826.64786585,1695.05792683,1778.65243902,999.495426829,1145.78506098,909.844512195,1252.11432927,1252.11432927,1092.08536585,1208.0472561,845.489329268,1109.42682927,917.567073171,866.525914634,9358.92682927,9959.79878049,8926.59756098,10299.277439,8831.49390244,9197.38109756,9014.69512195,8731.0945122,9223.57012195,10200.1814024,9978.47713415,7020.97560976,7524.88414634,6106.96341463,7681.78658537,5502.97865854,6808.56554878,5592.48932927,5502.97865854,6859.91310976,7641.10060976,7578.91768293,3305.12042683,3514.04268293,2832.58689024,3609.5304878,2550.00609756,3254.7195122,2541.72560976,2534.5304878,3254.51219512,3498.29115854,3600.63567073,16956.0289634,17093.5503049,16766.7439024,17149.0198171,16670.4603659,10282.2469512,10385.5807927,10003.7469512,10412.3856707,9811.19664634,11443.9420732,11968.7027439,11310.6890244,12345.2698171,11219.0823171,14817.3795732,15290.3567073,14666.0670732,15659.0838415,14607.7073171,0.691852704282513,1.58261135853608,1.42263613770094,5.49040256979448,10830.5543673827,11128.1733224129,5033.12145198142,5797.43291540123
