"FIDs","Radius","YDH","YDMZGUID","l8r","l8r75smax","l8r25min","l8rmax","l8rmaxLST","l8rmaxRN","l8rmaxSVVI","l8rmin","l8rminLST","l8rminRN","l8rminSVVI","l8g","l8g75smax","l8g25min","l8gmax","l8gmaxLST","l8gmaxRN","l8gmaxSVVI","l8gmin","l8gminLST","l8gminRN","l8gminSVVI","l8b","l8b75smax","l8b25min","l8bmax","l8bmaxLST","l8bmaxRN","l8bmaxSVVI","l8bmin","l8bminLST","l8bminRN","l8bminSVVI","l8nir","l8nir75smax","l8nir25min","l8nirmax","l8nirmaxLST","l8nirmaxRN","l8nirmaxSVVI","l8nirmin","l8nirminLST","l8nirminRN","l8nirminSVVI","l8sw1","l8sw175smax","l8sw125min","l8sw1max","l8sw1maxLST","l8sw1maxRN","l8sw1maxSVVI","l8sw1min","l8sw1minLST","l8sw1minRN","l8sw1minSVVI","l8sw2","l8sw275smax","l8sw225min","l8sw2max","l8sw2maxLST","l8sw2maxRN","l8sw2maxSVVI","l8sw2min","l8sw2minLST","l8sw2minRN","l8sw2minSVVI","l8RNav2575","l8RNav75smax","l8RNavsmin25","l8RNmax","l8RNmin","l8SVVIav2575","l8SVVIav75smax","l8SVVIavsmin25","l8SVVImax","l8SVVImin","l8NS1av2575","l8NS1av75smax","l8NS1avsmin25","l8NS1max","l8NS1min","l8NS2av2575","l8NS2av75smax","l8NS2avsmin25","l8NS2max","l8NS2min","l8cnt","l8pw","l8pf","l8ndvi","l8evi","l8evi2","l8rvi","l8tcw","l8tcb","l8tcg","l8tcwgd"
405,15,43312435423335,"dddd4258-4215-4eb2-9d17-d7b3d6d2bb0c",1632,1928,1536,2244,2244,2244,1444,1444,1610,1610,1585,2168,2414,2059,2244,2244,2244,1444,1444,1610,1610,1585,1021,1268,904,1544,1544,1544,978,808,1146,1146,894,8987,9992,8370,10974,8689,8689,9479,8110,10974,10974,8504,6513,6762,5981,6902,6902,6902,5285,5285,6733,6733,6559,3014,3148,2693,3309,3309,3309,2201,2201,2958,2958,3040,16822,17268,16403,17441,15895,10136,10260,9822,10284,9608,11554,12389,11219,12840,11146,14898,15701,14619,16233,14484,7,0,1,0.692626424333741,1.65318048999775,1.42485741739508,5.50674019607843,10187.9667,10578.8432,4808.0121,5379.9546
406,16,43312437422336,"8b79b62d-b8fe-4896-82bc-57c33576fa87",2230,2418,2087,2499,2138,2481,2086,2051,2092,2092,2348,2699,2769,2627,2499,2138,2481,2086,2051,2092,2092,2348,1458,1526,1354,1544,1423,1504,1476,1298,1518,1518,1448,11227,12293,10092,12549,10129,10297,12168,9943,12549,12549,11175,7617,8254,7062,8615,6906,7392,7617,6877,8076,8076,8018,3645,3920,3447,4060,3382,3694,3486,3378,3661,3661,3882,16619,16978,16235,17139,16124,10048,10150,9888,10173,9827,11810,12198,11654,12376,11619,14994,15358,14775,15540,14715,5,0,1,0.668573976369176,1.6450303517882,1.35660434258142,5.03452914798206,12391.3625,13072.6097,5830.7712,6560.5913
407,16,43312435422337,"d4498947-15ab-4718-b219-91ff35d278c7",1584,1730,1451,1772,1755,1768,1376,1347,1393,1355,1561,2059,2175,1953,1772,1755,1768,1376,1347,1393,1355,1561,969,1109,931,1256,1226,1076,1037,915,985,975,931,7983,8558,7491,8888,7731,7469,8416,7273,8466,8683,7356,5768,6278,5199,6517,5070,5448,4958,4809,5404,5453,5910,2769,2944,2281,3001,2336,2755,1947,1947,2280,2182,2867,16658,17029,16304,17294,16162,10145,10271,9816,10309,9636,11559,12201,11179,12588,11050,14863,15653,14529,16252,14398,8,0,1,0.668861712135466,1.56523653441612,1.35737679880532,5.03977272727273,9159.0546,9524.8974,4129.7788,5029.2758
408,16,43312407413338,"a5f73137-06bf-421f-916a-0b6d5f7ed00b",1565,1620,1459,1649,1591,1589,1591,1341,1561,1341,1589,1955,2075,1891,1649,1591,1589,1591,1341,1561,1341,1589,923,1098,877,1305,1305,855,1305,852,1022,919,855,7858,8295,7216,8509,8232,6763,8232,6763,7661,8491,6763,5212,5396,4743,5483,4491,5258,4491,4491,5235,4702,5258,2444,2600,2068,2665,1978,2665,1978,1878,2515,1940,2665,16647,16951,16375,17267,16192,9973,10124,9679,10258,9525,11921,12621,11563,12998,11250,15226,15934,14734,16332,14344,7,0,1,0.667834023134883,1.5235074807534,1.35449849332759,5.02108626198083,8538.7717,9059.9662,4099.7905,4438.9812
409,16,43312407413339,"c023583b-bbd3-4d89-9c13-1990d066e12d",1632,1681,1502,1701,1673,1694,1671,1360,1657,1373,1571,2005,2153,1941,1701,1673,1694,1671,1360,1657,1373,1571,958,1147,876,1355,1355,1021,1351,821,977,905,844,8133,8320,7962,8445,8267,8121,8281,7841,8192,8244,7913,5769,5929,5247,6131,4903,5621,4919,4902,5758,5144,6091,2671,2803,2301,2895,2176,2511,2171,2036,2772,2146,2890,16668,16861,16584,17150,16544,10057,10172,9811,10280,9630,11731,12218,11513,12553,11276,15069,15644,14839,15990,14650,7,0,1,0.665745007680491,1.51312726934177,1.34866564875361,4.98345588235294,9169.4753,9595.2235,4246.3368,4923.1385
410,16,43312435423340,"0bcb393b-0a3e-43ca-becb-913439cf0062",1537,1606,1510,1655,1602,1590,1533,1500,1539,1518,1562,2040,2113,1953,1655,1602,1590,1533,1500,1539,1518,1562,928,1000,904,1064,947,940,919,894,922,922,952,8560,9273,7892,9420,8548,7964,9121,7688,9154,9420,8193,5248,5615,4975,5811,4890,4963,5122,4844,5340,5412,5516,2404,2544,2260,2600,2233,2367,2272,2180,2534,2303,2490,16878,17166,16705,17222,16670,9829,9926,9724,9964,9670,12314,12652,11960,12798,11947,15531,15834,15375,16068,15339,5,0,1,0.695553134594434,1.6222396747667,1.4332887067544,5.56929082628497,8793.5319,9474.8802,4611.5724,4181.9595
411,15,43312435422341,"83acc353-97d2-4a81-a76c-b9106d2749bc",1625,1681,1514,1738,1669,1619,1474,1390,1649,1436,1602,2131,2208,2014,1738,1669,1619,1474,1390,1649,1436,1602,947,1081,888,1227,1226,1039,1046,846,923,918,963,8575,9492,7737,10005,8609,7393,8920,7393,9423,10005,8432,5480,5999,5099,6293,4760,4903,4935,4758,5702,5989,6000,2547,2804,2213,2902,2220,2326,2018,2005,2752,2396,2835,16794,17172,16505,17516,16380,9926,10076,9680,10122,9560,12146,12685,11688,12893,11512,15382,15977,15006,16441,14918,8,0,1,0.681372549019608,1.54809105893883,1.39267393395319,5.27692307692308,9078.6955,9700.6468,4540.7784,4537.9171
412,15,43312435423342,"0f89841f-14e8-43e4-bb88-1ed80602f673",1450,1522,1350,1560,1473,1412,1326,1282,1520,1320,1516,1864,1955,1783,1560,1473,1412,1326,1282,1520,1320,1516,891,981,840,1089,999,846,1024,815,843,917,976,7299,8281,6626,8895,7052,6456,8492,6456,8070,8888,7083,4732,5009,4473,5194,4539,4589,4356,4355,4865,4752,4969,2157,2376,1868,2517,1960,2101,1676,1666,2345,1861,2438,16582,17030,16444,17418,16409,9884,9996,9648,10051,9453,11969,12689,11720,13208,11673,15309,15955,14991,16699,14882,6,0,1,0.66853354669105,1.56935873356587,1.35644712430427,5.03379310344828,7815.2923,8360.7849,3800.0329,4015.2594
413,17,43312435441343,"0e97cab2-d3c9-4203-ac87-ee7815683177",1880,2013,1783,2151,1934,2133,1844,1731,1955,1856,2037,2359,2545,2211,2151,1934,2133,1844,1731,1955,1856,2037,1159,1431,1030,1630,1412,1527,1367,989,1029,1144,1081,9971,11040,9359,11681,9569,9794,9662,9046,9729,11679,9914,7053,7583,6105,7976,6037,6774,5963,5528,7309,7868,7446,3302,3597,2807,3726,2687,3246,2606,2571,3577,3547,3678,16806,17128,16583,17250,16412,10065,10253,9797,10352,9697,11911,12255,11578,12495,11367,15175,15540,14828,15761,14576,8,0,1,0.682727196017214,1.61053385883196,1.39654101077051,5.30372340425532,11178.6664,11669.1497,5293.6196,5885.0468
414,16,43312435441344,"bd739e86-d6c2-4e78-bed8-d9e51021cbb9",1510,1889,1393,2362,2362,2329,1447,1356,1474,1394,1626,2000,2351,1848,2362,2362,2329,1447,1356,1474,1394,1626,965,1374,836,1737,1737,1690,1070,789,892,936,1015,8565,9586,7322,9945,9945,9356,7823,6779,8023,9499,7010,6241,6671,5542,6975,6941,6975,4731,4641,6013,6261,6393,2895,3206,2491,3467,3371,3467,2124,2124,2924,2764,3155,16864,17357,16250,17429,16011,10120,10352,9911,10490,9749,11657,12127,10987,12461,10455,14978,15490,14395,15677,13807,8,0,1,0.700248138957816,1.69779082639457,1.44688269073011,5.67218543046358,9714.7797,10061.0717,4624.1055,5090.6742
415,16,43312407413345,"065b39e1-df7c-4331-8b1e-c87877ba2461",1519,1944,1423,2506,1872,2453,1750,1389,1442,1438,1447,1993,2435,1831,2506,1872,2453,1750,1389,1442,1438,1447,896,1420,804,1933,1509,1785,1430,746,802,833,825,8117,9172,7199,9989,8767,9096,9124,6726,7917,8512,6726,5437,6193,5008,7075,5123,6601,5006,4758,5550,5668,5322,2574,2941,2233,3474,2152,3287,1977,1947,2600,2596,2579,16757,16999,16314,17089,15867,10059,10167,9731,10260,9409,11791,12464,11402,13037,11128,15103,15810,14646,16476,14205,7,0,1,0.68472395184724,1.56915905631659,1.4022068074399,5.34364713627386,8834.7828,9323.8188,4306.3264,4528.4564
416,17,43312435443346,"d03ebe35-6772-4dce-b762-b8edc6f7ab14",1509,1573,1432,1591,1540,1502,1540,1372,1583,1537,1502,1921,2108,1806,1591,1540,1502,1540,1372,1583,1537,1502,912,1105,821,1183,1182,965,1182,780,906,1178,966,7651,8850,6798,9175,9165,6965,9165,6621,8710,9161,6981,4801,5378,4587,6111,4645,5036,4645,4508,6106,4652,5060,2222,2491,1899,2656,1722,2400,1722,1722,2652,1731,2406,16697,16988,16508,17127,16454,9861,10053,9424,10068,9328,11773,12773,11623,13278,11598,15134,16106,14949,16836,14875,6,0,1,0.670524017467249,1.55635515913237,1.36203164916265,5.0702451954937,8047.7354,8654.7806,3997.1498,4050.5856
417,15,43310106422302,"f82effeb-be01-4c25-af01-d15a3d182c77",1856,2030,1741,2086,1942,2086,1763,1720,1902,1720,1829,2313,2379,2259,2086,1942,2086,1763,1720,1902,1720,1829,997,1207,891,1288,1079,1211,1101,863,882,932,1030,11384,12045,10369,12328,10685,10913,11044,10052,12039,11762,11125,7928,8741,6883,8894,7492,7512,6698,6422,8679,8463,8705,3642,4093,3134,4198,3596,3438,3003,2909,4002,3927,4195,17149,17390,16862,17442,16797,10172,10479,9933,10607,9814,11836,12234,11442,12476,11223,15209,15556,14773,15742,14531,5,0,1,0.71963746223565,1.58340811646226,1.50384484260767,6.13362068965517,12396.291,12892.9184,6399.7405,5996.5505
418,15,43310112423303,"b44ccbc6-b265-4002-adea-cd7ecaa24263",1477,1672,1373,1796,1685,1796,1659,1337,1465,1337,1407,2102,2342,1990,1796,1685,1796,1659,1337,1465,1337,1407,966,1424,803,1713,1704,1439,1681,744,838,860,876,8112,8778,7498,8913,7660,7965,7575,7005,7227,8765,8575,5256,6195,4043,6406,3813,4325,3729,3724,5580,5847,6287,2368,2828,1704,2987,1346,2046,1293,1290,2608,2597,2944,16853,17203,16470,17345,16326,9921,10197,9410,10228,9213,12096,13112,11491,13400,11289,15477,16385,14883,17078,14700,7,0,1,0.691938679737199,1.70477903391572,1.4228670932766,5.49221394719025,8628.4663,9222.4842,4300.9346,4327.5317
419,15,43310112422304,"3ca12ae3-6559-413f-8eb4-232836fc58a2",1736,1887,1649,1997,1765,1892,1768,1593,1892,1620,1702,2315,2492,2198,1997,1765,1892,1768,1593,1892,1620,1702,1090,1493,904,1717,1457,1128,1558,881,1128,964,890,9129,9643,8463,9983,8729,8366,8992,7968,8366,9576,8310,6557,7310,5365,7525,5545,7009,4985,4881,7009,6979,7123,3108,3497,2393,3586,2307,3411,2019,2019,3411,3292,3428,16743,17002,16439,17097,16310,10129,10448,9587,10514,9427,11620,12618,10943,12894,10750,14912,15871,14308,16396,14102,6,0,1,0.680441785549931,1.62540673643479,1.39003790499684,5.25864055299539,10384.1183,10809.2692,4785.6586,5598.4597
420,15,43310137433305,"8e547e5a-f927-4205-8429-040213388c82",1390,1602,1313,1762,1320,1762,1762,1291,1398,1291,1398,1897,2118,1826,1762,1320,1762,1762,1291,1398,1291,1398,843,1087,799,1276,837,1276,1276,795,795,907,795,9847,11230,8433,11626,11062,8990,8990,7876,7876,11542,7876,6590,6986,6083,7183,6765,5877,5877,5877,6290,7118,6290,2729,2831,2564,2882,2675,2459,2459,2459,2754,2763,2754,17370,17889,16853,17987,16725,9909,10169,9794,10277,9763,12062,12369,11463,12411,11120,15732,16079,15149,16137,14818,5,0,1,0.752603007920263,1.78184652985546,1.60364836165049,7.0841726618705,10245.6628,10800.8774,5736.9122,4508.7506
421,15,43310107432306,"9cd0d281-5c02-4854-b51a-0c42a9f67855",1363,1664,1262,1981,1313,1981,1981,1203,1348,1203,1352,1786,2127,1746,1981,1313,1981,1981,1203,1348,1203,1352,801,1231,742,1666,800,1666,1666,731,748,869,770,7716,8379,7061,8587,8029,8241,8241,6873,6873,8587,6924,5213,5776,4645,5970,5748,4573,4573,4506,5186,5970,5514,2339,2541,2131,2648,2456,2231,2231,2016,2351,2639,2507,16723,17149,16353,17529,16109,9944,10162,9577,10236,9500,11662,12427,11345,12888,11131,15209,15672,14875,15951,14677,6,0,1,0.699746668135257,1.6063211125158,1.44541417156586,5.66104181951577,8325.1224,8781.726,4201.6282,4123.4942
422,15,43310107432307,"5d559122-79d5-4fad-b387-3268df1ab445",1369,1623,1262,1890,1255,1890,1890,1214,1307,1214,1393,1785,2144,1655,1890,1255,1890,1890,1214,1307,1214,1393,752,1182,720,1596,814,1596,1596,714,714,747,725,7488,8417,7326,9059,7352,9006,9006,7316,7427,7316,7639,4838,5364,4535,5667,5272,4690,4690,4383,4700,5311,5652,2190,2395,1987,2498,2310,2123,2123,1861,2112,2326,2496,16882,17026,16678,17154,16528,9806,10111,9417,10154,9378,11896,12887,11546,13205,11494,15308,16068,15105,16413,15075,6,0,1,0.690865981709382,1.52017291066282,1.41977428396414,5.46968590211833,7907.0188,8423.7341,4042.7449,3864.2739
423,15,43310107432308,"76201c9f-a9c5-41d4-a103-32ec8c59adf7",1463,1831,1354,2006,1890,1994,1994,1291,1400,1305,1406,1988,2377,1868,2006,1890,1994,1994,1291,1400,1305,1406,904,1471,781,1964,1839,1964,1964,761,762,800,799,9077,9528,8483,9961,8210,8273,8273,7988,8559,9452,9154,5640,6330,4760,6519,4693,4490,4490,4471,5743,6270,6296,2434,2743,2044,2849,1961,1868,1868,1857,2521,2701,2782,17181,17444,16527,17566,16110,9848,10054,9420,10097,9302,12265,12941,11916,13085,11796,15689,16203,15430,16382,15331,7,0,1,0.722390891840607,1.71858071505959,1.51201029453818,6.20437457279563,9223.9827,9911.5841,5073.2871,4150.6956
424,15,43310101432309,"f96d07a6-530f-419c-98d2-c54efd55fa0c",1400,1563,1357,1682,1409,1682,1580,1357,1358,1409,1358,1867,2041,1796,1682,1409,1682,1580,1357,1358,1409,1358,778,999,735,1172,785,1172,1073,735,750,785,750,8939,10776,7859,12002,12002,9451,10180,7859,7859,12002,7859,6296,6925,5997,7205,7205,6023,6300,5997,6221,7205,6221,2700,2869,2547,2895,2895,2548,2620,2547,2709,2895,2709,17135,17638,16977,17898,16977,9911,10192,9783,10269,9783,11717,12357,11163,12496,11163,15338,15933,14870,16116,14870,4,0,1,0.7291807718348,1.63820078226858,1.53231707317073,6.385,9701.5979,10115.5604,5080.1528,4621.4451
425,15,43310107433310,"b87fc15e-ce94-45f5-9b2b-7ea0f172be6e",1500,1690,1390,1841,1451,1769,1365,1292,1640,1331,1477,2097,2304,1999,1841,1451,1769,1365,1292,1640,1331,1477,1001,1377,822,1591,1591,1499,1411,792,986,868,811,8985,9649,8346,9905,8223,8734,8795,8217,8338,9846,8704,5354,6202,4378,6474,3804,5145,3996,3804,5861,5620,6182,2308,2786,1534,2887,1118,2031,1146,1118,2647,2129,2784,17007,17313,16757,17616,16645,9638,10071,9228,10128,9099,12316,13343,11721,13742,11647,15683,16912,15182,17698,15115,6,0,1,0.713876967095851,1.78579949420241,1.48677101541395,5.99,8979.9124,9768.8015,4931.0272,4048.8852
426,15,43310112431311,"33eb52b3-ec3f-49d5-b7dd-7275baa79617",1499,1565,1403,1582,1552,1570,1582,1375,1430,1377,1430,2087,2198,1944,1582,1552,1570,1582,1375,1430,1377,1430,857,1028,796,1161,910,1075,1161,770,770,872,770,8982,9953,7872,10267,9431,8099,8420,7642,7644,9716,7644,6387,6980,5302,7033,6491,5054,4858,4858,5942,6760,5942,2907,3122,2403,3161,2898,2286,2136,2136,2820,3002,2820,17117,17430,16795,17519,16745,10132,10254,9840,10299,9633,11680,12279,11376,12687,11250,15135,15635,14777,15955,14606,5,0,1,0.71395859173743,1.61976708948439,1.4870117482473,5.99199466310874,9963.3925,10356.6911,4951.7961,5011.5964
427,15,43310106421312,"f02e7821-571d-4a84-a419-4c82d8cf42bc",1316,1649,1127,1924,1006,1924,1006,1006,1326,1247,1326,1914,2224,1711,1924,1006,1924,1006,1006,1326,1247,1326,817,1189,751,1520,858,1520,858,722,722,797,722,7930,9616,6724,9684,6797,6649,6797,6649,7446,9619,7446,4952,6234,3149,6424,2944,3354,2944,2944,5459,6043,5459,2265,2790,1146,2905,645,1647,645,645,2474,2674,2474,17299,17623,16247,17705,15517,9823,10122,9323,10155,9239,12522,13624,11763,13953,11539,15679,17148,15185,18266,15012,5,0,1,0.715336361669911,1.70472704778597,1.49106353815355,6.0258358662614,8190.8123,8773.1784,4337.8488,3852.9635
428,15,43310112432313,"cbbb3030-0fd6-447b-9247-ae04a15e6e90",1640,1719,1499,1742,1671,1704,1668,1421,1463,1575,1467,2106,2348,1936,1742,1671,1704,1668,1421,1463,1575,1467,1055,1586,833,1756,1500,1367,1756,814,819,947,833,7627,8603,7151,8993,7278,7249,7578,7054,7065,8964,7094,5244,6321,4025,6538,4060,4250,3991,3987,5947,6055,5955,2400,2986,1551,3103,1752,1927,1350,1350,2905,2674,2923,16526,16821,16246,17010,16209,9901,10345,9366,10408,9254,11940,12914,11040,13103,10863,15287,16459,14390,16981,14182,5,0,1,0.646055897269882,1.56637538590341,1.29431857488758,4.65060975609756,8537.0383,9056.7856,3827.9531,4709.0852
429,15,43310112432314,"dd93fa17-033e-4ec3-b0f7-0e63c0dbf568",1520,1727,1401,1936,1434,1936,1719,1320,1715,1355,1520,1958,2169,1847,1936,1434,1936,1719,1320,1715,1355,1520,878,1198,805,1532,814,1532,1374,778,1269,850,828,8012,8567,7430,8974,8435,8028,7815,7093,7555,8546,7904,5210,5865,4297,6160,5885,4442,4034,3975,4387,5389,5837,2440,2726,1895,2819,2531,2059,1690,1645,2015,2141,2775,16646,17046,16253,17229,16100,9917,10114,9556,10209,9390,11976,12657,11614,13249,11463,15274,15942,14871,16488,14728,6,0,1,0.681074276122535,1.5386803185438,1.39181888345768,5.27105263157895,8567.0188,9110.082,4248.4322,4318.5866
430,15,43310112451315,"19473eae-0703-43bb-abe5-1b9b3c06f67d",4305,4917,3864,5217,5217,5217,3915,3799,4617,3929,4564,4012,4236,3730,5217,5217,5217,3915,3799,4617,3929,4564,2000,2241,1824,2380,2080,2080,1817,1807,2083,1807,2102,9367,10074,8388,10267,10267,10267,8738,7951,9880,8824,9843,10411,12010,8638,12184,11933,11933,8635,8521,12086,8754,11933,6960,8097,5381,8304,7967,7967,5395,5304,8226,5457,8172,13607,13755,13386,13838,13275,11455,11827,10912,11911,10893,9430,9848,9128,10058,8978,11465,12179,10995,12365,10895,5,0,1,0.370245757753072,0.626547182889395,0.642385786802031,2.17584204413473,16281.7925,15584.9263,2519.5221,13762.2704
431,15,43310112432316,"5a29629c-cad0-4ea1-a690-10899e47b08e",1636,1837,1469,1966,1506,1860,1557,1388,1815,1557,1860,2022,2216,1959,1966,1506,1860,1557,1388,1815,1557,1860,859,1177,776,1667,931,911,1351,759,854,1351,911,7960,8949,7269,9651,8709,6928,9326,6928,7493,9326,6928,5842,6354,5136,6745,4720,6158,5172,4720,6490,5172,6158,2609,3176,1934,3371,1716,3295,1882,1716,3307,1882,3295,16551,16943,15985,17193,15785,9986,10427,9449,10539,9415,11249,12424,10711,13037,10620,14539,16028,13805,16797,13601,6,0,1,0.659024593580659,1.39485641183996,1.32997964231035,4.86552567237164,9123.8493,9500.7264,4160.2062,4963.6431
432,15,43310107441317,"4c29cad1-c6a4-4aa7-9602-9f60f07acb27",1856,2000,1628,2052,1763,2002,1948,1524,1783,1524,1783,2257,2555,1997,2052,1763,2002,1948,1524,1783,1524,1783,1140,1628,846,1699,906,980,1662,811,881,811,881,8815,9937,8316,10715,8902,8336,10586,8146,8247,9056,8247,6466,6974,5972,7319,6367,6651,6493,5597,7319,6380,7319,2985,3347,2656,3550,2952,3259,2784,2567,3550,2937,3550,16652,17017,16290,17124,16161,10053,10437,9680,10590,9631,11804,12375,11004,12418,10632,15078,15751,14322,15870,14047,5,0,1,0.652141317589729,1.52582880196457,1.3110004219918,4.74946120689655,10191.6647,10620.5327,4507.3754,5684.2893
433,15,43310112423318,"7f46c988-b2cc-469f-b8a6-3560eb416070",1902,2171,1742,2300,2195,2263,2153,1713,1910,1932,1771,2469,2718,2213,2300,2195,2263,2153,1713,1910,1932,1771,1216,1505,972,1621,1373,1485,1621,944,1328,1390,949,7992,9863,6881,10384,6919,7194,10384,6630,9466,9707,7380,6589,6921,6326,7004,6773,6723,6515,6294,6607,6651,6784,3307,3556,3091,3636,3499,3467,3057,3050,3181,3151,3515,16237,16623,15536,16682,15146,10335,10574,9881,10606,9721,10856,11978,10194,12301,10068,13991,15142,13331,15465,13208,5,0,1,0.6155245603396,1.48031113271755,1.21239389064964,4.20189274447949,10214.4263,10387.4536,3765.3761,6449.0502
434,15,43310112421319,"b891eb5d-c233-4d6c-8358-b679800ff44f",1880,2177,1604,2256,2005,2173,2167,1520,1771,1839,1867,2333,2656,2038,2256,2005,2173,2167,1520,1771,1839,1867,1179,1607,878,1759,1245,1333,1759,857,1171,1307,960,7410,9031,6184,9288,6469,6353,9288,5900,8176,8772,6735,5939,6504,5393,6788,5787,6375,5924,5054,5873,5776,6788,3040,3474,2689,3674,3119,3569,2985,2545,2837,2857,3610,16080,16417,15394,16534,14898,10220,10570,9843,10697,9759,11137,12150,10169,12230,9861,14193,15128,13178,15224,12806,5,0,1,0.595263724434876,1.40376707112758,1.15952360982974,3.94148936170213,9392.2148,9622.698,3392.9063,5999.3085
435,15,43310136432321,"97084b3f-777e-4a6e-bb5a-d25228b8bc7c",1861,2087,1689,2291,1783,2154,2203,1617,1935,1645,1981,2369,2533,2265,2291,1783,2154,2203,1617,1935,1645,1981,1020,1302,960,1497,976,1172,1497,940,1071,1066,970,11057,11686,10554,11867,11451,10807,11764,10313,10751,11191,10719,7815,8363,7131,8759,7883,8448,7627,6688,8394,7323,8759,3647,4051,3217,4255,3762,4072,3390,3044,3910,3441,4240,17066,17323,16797,17455,16687,10159,10468,9867,10664,9831,11792,12145,11259,12250,10986,15026,15441,14579,15623,14329,6,0,1,0.711874903235795,1.57746672155894,1.48089459173946,5.94142933906502,12222.9942,12678.7867,6129.598,6093.3962
436,15,43310107422322,"b405a079-60bc-4f6c-ae14-83346daf7f4d",1671,2087,1432,2246,1374,2081,1462,1364,1684,1454,1593,2173,2575,2009,2246,1374,2081,1462,1364,1684,1454,1593,1112,1674,841,1842,931,1710,1087,817,1231,879,817,10100,11306,9104,12175,11271,8729,10188,8729,9970,11930,10023,6340,6899,5661,7095,5938,6192,5322,5308,5758,6797,6702,2806,3022,2311,3084,2194,2818,1941,1939,2480,2760,2983,16952,17659,16267,17829,16147,9732,9920,9497,10066,9385,12241,12862,11783,13131,11700,15632,16355,15208,16798,15089,5,0,1,0.716081896185541,1.78777466700602,1.49329620023527,6.04428485936565,10376.4258,11121.2805,5588.7313,4787.6945
437,15,43310135432323,"bbbdae38-4588-4887-8feb-c67063ffba8c",1504,1799,1386,1952,1430,1952,1519,1370,1646,1464,1407,2023,2221,1886,1952,1430,1952,1519,1370,1646,1464,1407,1007,1341,785,1529,1073,1529,1086,754,1153,1051,761,8935,10703,7367,11681,10951,7001,9811,7001,9723,11681,9010,5600,6494,4971,6887,6372,4854,5490,4854,5704,6887,6009,2515,2769,2228,2864,2551,2442,2220,2185,2469,2860,2641,16878,17594,15863,17767,15639,9764,9945,9615,10033,9570,12188,12690,11839,12817,11812,15516,16166,14881,16289,14829,4,0,1,0.711849794041575,1.78501080951237,1.48079804871828,5.94082446808511,9220.0948,9887.5054,4892.352,4327.7428
438,15,43312407421301,"7bb16275-3003-4782-9b37-2a5c0e070955",1698,1788,1596,1844,1544,1827,1553,1544,1817,1689,1769,2166,2223,2094,1844,1544,1827,1553,1544,1817,1689,1769,996,1141,906,1247,1247,1083,1194,843,1104,911,868,9340,9944,8890,10283,8772,9165,8993,8678,9196,10186,9943,6992,7491,6071,7648,5468,6769,5575,5468,6831,7601,7547,3288,3495,2810,3588,2531,3241,2521,2512,3241,3479,3578,16960,17099,16769,17155,16673,10276,10378,9997,10405,9808,11458,11981,11318,12349,11225,14832,15309,14676,15678,14617,8,0,1,0.692335568037688,1.58429388838212,1.42402468657295,5.50058892815077,10791.6104,11093.561,5026.3354,5765.275
439,15,43312407421302,"7b6f9550-b801-46cc-824a-4c365f048a58",1642,1807,1540,1918,1547,1655,1498,1494,1664,1509,1620,2067,2194,1923,1918,1547,1655,1498,1494,1664,1509,1620,983,1131,896,1251,1049,989,1033,877,962,941,879,7691,8309,7118,8480,7106,7081,7154,6940,7192,7950,8164,6131,6472,5247,6741,4481,5063,4461,4454,6102,5763,6741,2973,3158,2468,3232,1963,2419,1930,1930,2937,2573,3208,16422,16637,16250,16812,16211,10285,10391,9988,10423,9742,11203,11843,10875,12306,10789,14477,15112,14238,15732,14138,8,0,1,0.648130290367513,1.48675219977388,1.2999879650643,4.68392204628502,9433.743,9618.2406,3874.5912,5559.1518
440,15,43312407421303,"d0d112c5-7122-429f-bb4c-9a027ae41921",1811,1999,1674,2064,1915,2027,1635,1624,1774,1721,1913,2277,2371,2164,2064,1915,2027,1635,1624,1774,1721,1913,1044,1227,934,1280,1010,1093,984,894,1190,936,1014,9949,10470,9217,10561,9485,9791,9027,8974,10062,10555,9785,7443,7834,6705,8023,7280,7501,6095,6095,7235,8023,7535,3479,3700,3051,3828,3600,3728,2670,2670,3368,3641,3661,16891,17073,16698,17195,16569,10311,10377,10078,10404,9964,11438,11715,11333,11950,11285,14811,15194,14617,15436,14484,9,0,1,0.692006802721088,1.56668720160173,1.42308553202205,5.49364991717283,11473.3084,11797.5431,5368.8124,6104.496
