"FIDs","p2hh","p2hv","p2hhrhv","p2hvrhh","p2npdi"
450,-2.07126739726719,-13.9673410508602,11.896073653593,-11.896073653593,-0.741714824703632
451,-5.46640779161599,-11.7923015405597,6.3258937489437,-6.3258937489437,-0.366533419573284
452,-7.90921111205984,-12.2764093572555,4.36719824519567,-4.36719824519567,-0.216351944783384
453,-4.20761842086604,-12.679875392279,8.472256971413,-8.472256971413,-0.501688235398095
454,-9.22270863890417,-15.2789430211922,6.05623438228805,-6.05623438228805,-0.247176576759162
455,-7.60507065641093,-10.9870752867521,3.38200463034119,-3.38200463034119,-0.18190501734873
456,-12.4474019825732,-14.4893155900347,2.04191360746151,-2.04191360746151,-0.0758040990687722
488,-5.53010035487662,-15.6417052241249,10.1116048692483,-10.1116048692483,-0.477597663152411
489,-7.22249768449166,-11.6877655019588,4.46526781746718,-4.46526781746718,-0.236129332174849
490,-8.18485353384459,-13.8970095764034,5.71215604255886,-5.71215604255886,-0.258680891826917
491,-2.43345603064863,-6.97535692339416,4.54190089274553,-4.54190089274553,-0.482728364877736
492,-7.35628267015967,-9.43874190051309,2.08245923035342,-2.08245923035342,-0.123992627792268
493,-1.47666121310135,-9.84550091589783,8.36883970279648,-8.36883970279648,-0.739155614223327
494,-4.16877759527858,-9.83023237381965,5.66145477854107,-5.66145477854107,-0.404418226077294
495,-6.92130300272316,-7.33622617849485,0.41492317577169,-0.41492317577169,-0.0291020393854978
496,-3.56798959539881,-12.4242361645021,8.85624656910326,-8.85624656910326,-0.553784488917704
497,-6.03252232310795,-11.6806836510667,5.64816132795872,-5.64816132795872,-0.318867252839129
498,-6.27795039309976,-10.0347518850391,3.75680149193936,-3.75680149193936,-0.230299151414904
499,-8.10397362632453,-14.2783380271604,6.17436440083587,-6.17436440083587,-0.275859102331574
500,-8.62000724242564,-11.5078011731963,2.88779393077061,-2.88779393077061,-0.143472844690299
501,-4.52993866115791,-12.0223887472497,7.49245008609179,-7.49245008609179,-0.452652361279784
502,-9.43874190051309,-11.8667147575486,2.42797285703554,-2.42797285703554,-0.113960141573254
503,-5.26454713891124,-10.9696643269998,5.70511718808855,-5.70511718808855,-0.351425580482815
504,-10.6999477095082,-16.3350860207607,5.6351383112525,-5.6351383112525,-0.208438368062522
505,-4.75555886935169,-8.14392683061669,3.388367961265,-3.388367961265,-0.262674655414619
506,-5.65182886954418,-13.9244628061912,8.27263393664698,-8.27263393664698,-0.422584321569996
507,-10.3894085714635,-14.4275865465612,4.0381779750977,-4.0381779750977,-0.162718248357342
508,-11.370109154182,-12.3042528274102,0.934143673228149,-0.934143673228149,-0.0394580294900655
509,-6.68711701736069,-9.7486206613348,3.06150364397411,-3.06150364397411,-0.186271143031354
510,-6.5638360314943,-12.810572957949,6.24673692645473,-6.24673692645473,-0.322422063550864
511,-5.45833486698699,-13.1447922194633,7.68645735247627,-7.68645735247627,-0.413180930106894
512,-5.34723276607923,-10.6243995098757,5.27716674379647,-5.27716674379647,-0.330408730467779
513,-3.1096977170448,-11.2267240843959,8.11702636735112,-8.11702636735112,-0.566182167333791
514,-7.12000398031059,-9.03102923969342,1.91102525938284,-1.91102525938284,-0.118322167588382
515,-8.15649913552646,-13.9244628061912,5.7679636706647,-5.7679636706647,-0.261218858394356
516,-11.3541863456201,-14.8691963913209,3.51501004570078,-3.51501004570078,-0.134041061024105
517,-7.37638558125477,-11.8944825846136,4.51809700335887,-4.51809700335887,-0.234452177476939
518,-6.90222510755217,-9.03276867889781,2.13054357134564,-2.13054357134564,-0.133702190279943
519,5.88839129317275,-5.52545238706641,11.4138436802392,-11.4138436802392,31.4483883877003
520,-0.988453944208075,-4.85123530796727,3.8627813637592,-3.8627813637592,-0.661470362026587
521,-8.0486567452475,-14.2133461233947,6.16468937814724,-6.16468937814724,-0.276915307868848
522,-7.60211928375662,-14.7878291486326,7.18570986487602,-7.18570986487602,-0.320934632188843
523,-3.56520818224443,-7.29553943693639,3.73033125469196,-3.73033125469196,-0.343469104106971
56,-12.2587371443677,-15.2344227308072,2.97568558643957,-2.97568558643957,-0.108233669754581
57,-7.9298708601806,-14.963376501821,7.03350564164043,-7.03350564164043,-0.307230578974772
58,-3.78107608532338,-6.87504345608419,3.09396737076081,-3.09396737076081,-0.29034653362683
59,-1.663049780522,-8.46219718516356,6.79914740464156,-6.79914740464156,-0.671504352208282
60,-2.48405517379416,-4.62890938899453,2.14485421520037,-2.14485421520037,-0.301541529733063
61,-10.5827104946976,-15.2718044223617,4.68909392766416,-4.68909392766416,-0.181364606634728
62,-6.4126378402236,-8.0408938618654,1.6282560216418,-1.6282560216418,-0.112654543899915
63,-6.03498570645915,-11.2637546111325,5.22876890467333,-5.22876890467333,-0.30226298612946
64,-3.20566560103791,-8.69748967425053,5.49182407321263,-5.49182407321263,-0.461375487944271
65,-4.09259811019393,-11.6441857893293,7.55158767913535,-7.55158767913535,-0.479868550483441
66,-15.6305432311928,-19.9726029950508,4.34205976385803,-4.34205976385803,-0.121957192666794
67,-3.97422125444655,-9.54880744473448,5.57458619028793,-5.57458619028793,-0.412229117773412
68,-6.22553619937256,-9.68462898561241,3.45909278623985,-3.45909278623985,-0.217414008341304
69,-6.89270185067109,-10.246203617632,3.35350176696089,-3.35350176696089,-0.195666040235936
70,-6.44615422651108,-11.6877655019588,5.24161127544775,-5.24161127544775,-0.289050098044634
71,-5.33245020503321,-7.99909375976465,2.66664355473144,-2.66664355473144,-0.200025110502786
72,-11.4478664527493,-13.8212027621935,2.3733363094442,-2.3733363094442,-0.0939225853258076
73,-2.36779170553038,-6.00792683835105,3.64013513282067,-3.64013513282067,-0.434605713378447
74,-1.4163750790475,-6.50967343985582,5.09329836080832,-5.09329836080832,-0.64260247065874
75,-1.46209612267899,-5.1581079461904,3.69601182351141,-3.69601182351141,-0.558292733133622
76,-9.22448689454311,-14.6771793766334,5.45269248209031,-5.45269248209031,-0.228130224070019
77,-5.47968676403684,-9.94443995997348,4.46475319593664,-4.46475319593664,-0.289465541604147
78,-1.16314500523804,-8.01377827659793,6.8506332713599,-6.8506332713599,-0.746506542657872
79,-7.16618701959764,-13.0200127283969,5.85382570879929,-5.85382570879929,-0.289991468521996
80,-5.69555087419641,-10.0445189946234,4.34896812042699,-4.34896812042699,-0.276299162371702
81,-6.49537353600199,-8.03158755064862,1.53621401464663,-1.53621401464663,-0.105749165670879
82,-3.48539146212407,-6.18846931091461,2.70307784879054,-2.70307784879054,-0.279420793022378
83,-11.5008644847099,-13.2713904229113,1.77052593820146,-1.77052593820146,-0.0714721346443418
84,-7.07545371941123,-12.7516490279832,5.67619530857198,-5.67619530857198,-0.286284656961185
85,-4.45978262048698,-10.0827160112331,5.62293339074611,-5.62293339074611,-0.386655246333074
86,-10.5308790386013,-14.7440714256691,4.21319238706781,-4.21319238706781,-0.166694387513191
87,-8.31040421148846,-13.8151667024384,5.5047624909499,-5.5047624909499,-0.248796404502492
88,-5.92968606486143,-11.9199135797619,5.99022751490051,-5.99022751490051,-0.335594502631037
89,-4.36423406073241,-9.45059852705045,5.08636446631803,-5.08636446631803,-0.368181404588005
90,-10.0758477558663,-12.0814934128831,2.00564565701686,-2.00564565701686,-0.0905183361912396
91,-4.69094796623042,-11.3156377576519,6.62468979142147,-6.62468979142147,-0.413872758731878
92,0.154573674229013,-7.18726076136593,7.34183443559495,-7.34183443559495,-1.04395863837358
93,-8.76385541917618,-13.1924015999364,4.42854618076024,-4.42854618076024,-0.201698594478342
94,-2.33957110634179,-9.79407679458541,7.45450568824361,-7.45450568824361,-0.614366408940709
95,-2.69993427076639,-8.92385869451343,6.22392442374704,-6.22392442374704,-0.535446944240822
96,-4.86791256550039,-11.8066544322388,6.93874186673845,-6.93874186673845,-0.416127259417244
97,-5.91023549911139,-12.4448249495806,6.53458945046917,-6.53458945046917,-0.356010238633393
98,-8.00527368861879,-12.9459964937887,4.94072280516995,-4.94072280516995,-0.235819726544246
99,-5.76453406562614,-8.16908966447582,2.40455559884968,-2.40455559884968,-0.172572163955807
100,-3.8949063435964,-5.83888563899271,1.9439792953963,-1.9439792953963,-0.199714489365862
101,-2.4123244462958,-7.31193396493983,4.89960951864403,-4.89960951864403,-0.503854310677605
102,-3.63267625937979,-8.86905794719284,5.23638168781305,-5.23638168781305,-0.418852424894787
103,-15.8603719801374,-21.2799258876324,5.41955390749499,-5.41955390749499,-0.145921121224988
104,-9.63601031602676,-12.8577313980498,3.22172108202304,-3.22172108202304,-0.143227441791371
105,-11.2570100349131,-15.0725254492699,3.81551541435674,-3.81551541435674,-0.14491389020702
106,-4.76034433711943,-11.0823630967591,6.32201875963969,-6.32201875963969,-0.399049138919304
107,-5.62711123210349,-10.5412206157702,4.91410938366671,-4.91410938366671,-0.303934223388232
108,-3.7039685881744,-10.1665525355063,6.46258394733186,-6.46258394733186,-0.465922216599239
109,-7.13467196517223,-11.0581684024575,3.92349643728524,-3.92349643728524,-0.215661565648994
110,-5.80762842455638,-12.0494284708044,6.24180004624797,-6.24180004624797,-0.349542485238404
111,-3.10266353969983,-6.06460092925563,2.9619373895558,-2.9619373895558,-0.323099371637665
112,1.25706379894223,0.126439008934256,1.13062479000797,-1.13062479000797,0.81721900640256
113,-7.24512456707066,-15.7202434050302,8.47511883795951,-8.47511883795951,-0.369039104805784
114,-11.756522732707,-16.8543590593331,5.09783632662604,-5.09783632662604,-0.178178231753917
115,-7.98366314700492,-10.0152505530079,2.03158740600294,-2.03158740600294,-0.112872778872288
116,-3.25740464680206,-8.71843670036289,5.46103205356083,-5.46103205356083,-0.456004041407381
117,-2.73651180242265,-8.36339159423675,5.62687979181409,-5.62687979181409,-0.506930519188801
118,-5.79803340602965,-7.0768424618617,1.27880905583206,-1.27880905583206,-0.0993259328442364
119,-4.76087621854626,-10.3508541563055,5.58997793775926,-5.58997793775926,-0.369909851426534
120,-5.90659336209329,-16.1554954127842,10.2489020506909,-10.2489020506909,-0.464548128478275
121,-7.23946231808392,-15.0725254492699,7.83306313118594,-7.83306313118594,-0.351069712517817
122,-9.80167599860299,-13.5434088657459,3.7417328671429,-3.7417328671429,-0.16027925744905
123,-6.93905579017742,-10.119110143705,3.18005435352761,-3.18005435352761,-0.186424165754602
124,-5.46410047598599,-9.3860394060473,3.92193893006132,-3.92193893006132,-0.264101143909516
125,-2.98351246788789,-7.48269603595861,4.49918356807072,-4.49918356807072,-0.429877119915698
126,-4.18419354291902,-7.52061619199564,3.33642264907662,-3.33642264907662,-0.285047149388879
127,-2.44933852544528,-6.7290473732763,4.27970884783102,-4.27970884783102,-0.466281206200659
128,-1.84743854088865,-7.61540836526812,5.76796982437948,-5.76796982437948,-0.609538533337857
129,-5.6048081043518,-10.8423251128602,5.23751700850839,-5.23751700850839,-0.31844558801453
130,-9.83404699383621,-11.9369090366075,2.10286204277128,-2.10286204277128,-0.0965902480272669
131,-3.74314637597516,-9.54603873951908,5.80289236354392,-5.80289236354392,-0.436662768492717
132,-6.40363625122245,-12.3169385162987,5.9133022650763,-5.9133022650763,-0.31587183291698
133,-11.183163304368,-15.2628894163055,4.07972611193756,-4.07972611193756,-0.154265975154332
134,-5.20668406344498,-12.6389383984056,7.43225433496059,-7.43225433496059,-0.416474928282769
