"FIDs","s1vv","s1vh","s1vvstd","s1vhstd","s1vvmd","s1vhmd","s1vvrvh","s1vvrvhmd","s1vhrvv","s1vhrvvmd","s1npdi","s1npdimd"
399,-6.24874042493084,-11.6911257308663,0.0431606696594,0.0112656989186,-6.35902294358045,-11.7737627274854,5.44238530593543,5.41473978390493,-5.44238530593543,-5.41473978390493,-0.30336822240877,-0.298615992166341
400,-7.48512534993722,-13.0517328917323,0.0325067022624,0.00615435535057,-7.53775238829612,-13.1298005576547,5.56660754179512,5.59204816935859,-5.56660754179512,-5.59204816935859,-0.271054485369159,-0.270571372623685
401,-7.66130526282166,-13.0799157529433,0.0289539373988,0.00730326257935,-7.63977477880555,-13.1274370427197,5.41861049012162,5.48766226391415,-5.41861049012162,-5.48766226391415,-0.261248384846922,-0.264246462696845
402,-6.87394884414565,-12.25503855648,0.0410741398713,0.0121712964429,-7.05589289910322,-12.3690210126995,5.38108971233437,5.31312811359625,-5.38108971233437,-5.31312811359625,-0.281305518145637,-0.273521321006626
403,-7.55539254381777,-12.6256199612525,0.0314674968895,0.00741244000732,-7.8120346987432,-12.6901654935039,5.07022741743473,4.87813079476072,-5.07022741743473,-4.87813079476072,-0.251237514280361,-0.237932063340469
404,-8.03813938837074,-13.1671323534433,0.0235249030736,0.00735795216003,-8.11878444585856,-13.2230824483423,5.12899296507254,5.10429800248374,-5.12899296507254,-5.10429800248374,-0.241873484458057,-0.239168298995938
405,-7.83245608213987,-12.6041376130337,0.0341985116842,0.0088266726397,-8.03150870686744,-12.6421913220528,4.77168153089386,4.61068261518533,-4.77168153089386,-4.61068261518533,-0.233487126184867,-0.223021646281773
406,-6.36627265221204,-12.9400012709348,0.0477207263334,0.00879173428749,-6.58653243212607,-13.0500239060266,6.57372861872274,6.46349147390051,-6.57372861872274,-6.46349147390051,-0.340497013814837,-0.329156057844131
407,-7.55146177904055,-12.8047601987378,0.0362839186877,0.00844819520752,-7.67114014632568,-12.8877841926574,5.25329841969728,5.21664404633173,-5.25329841969728,-5.21664404633173,-0.258068438506515,-0.253741098528201
408,-5.06461350563948,-10.7507083715739,0.0711097775847,0.0126511929695,-5.34498391779914,-10.9299092919566,5.68609486593445,5.58492537415746,-5.68609486593445,-5.58492537415746,-0.359530770861321,-0.343162028910252
409,-3.96215997415856,-9.86660622492252,0.0975240178767,0.0189458381244,-4.1469037055613,-10.0652400317046,5.90444625076396,5.91833632614333,-5.90444625076396,-5.91833632614333,-0.426968405262091,-0.416428122002788
410,-8.06355215018926,-12.8524112206518,0.0224686202912,0.00693988866304,-8.14503732538217,-12.918339775701,4.78885907046259,4.77330245031881,-4.78885907046259,-4.77330245031881,-0.228957136018833,-0.226616198694622
411,-7.06725402527277,-12.1624156668256,0.0303883311604,0.00859859942271,-7.15013920002793,-12.2072516051094,5.09516164155283,5.05711240508147,-5.09516164155283,-5.05711240508147,-0.264963554919847,-0.261249692997847
412,-8.01903306162454,-13.2627742822884,0.0217670988417,0.00735460621181,-8.03449452699224,-13.2576465230425,5.24374122066384,5.22315199605028,-5.24374122066384,-5.22315199605028,-0.246395483988989,-0.245308913921635
413,-7.73974964470672,-13.1215398254576,0.0246634110764,0.00863122401737,-7.82171384524166,-13.2410181863258,5.38179018075091,5.41930434108414,-5.38179018075091,-5.41930434108414,-0.257979747054845,-0.257293514106434
414,-8.04602845269667,-13.2388031736855,0.0257261252409,0.00650735017323,-8.0776180685178,-13.2857599917971,5.19277472098883,5.20814192327932,-5.19277472098883,-5.20814192327932,-0.243965975965367,-0.243788314215816
415,-7.96113640517843,-12.9519790039158,0.0266118215379,0.00939556806753,-7.85315164561604,-13.1221132932509,4.99084259873739,5.26896164763489,-4.99084259873739,-5.26896164763489,-0.23864653836162,-0.251198812648681
416,-7.61596252052575,-12.8711814357237,0.0250862332307,0.00874539230497,-7.62275374090587,-13.0254100147017,5.25521891519793,5.40265627379587,-5.25521891519793,-5.40265627379587,-0.256513007690116,-0.261653110549776
417,-4.36934851395108,-9.0219234322032,0.0606105047262,0.0271859621925,-4.4812713729017,-9.24856720907537,4.65257491825212,4.76729583617367,-4.65257491825212,-4.76729583617367,-0.347433383248426,-0.347221550181341
418,-7.9962833302023,-13.1092916715068,0.0247459575092,0.00547562745475,-8.11178588421036,-13.1906633214854,5.1130083413045,5.078877437275,-5.1130083413045,-5.078877437275,-0.242258661083171,-0.238417535384478
419,-8.76371562145374,-14.0637288830573,0.0219542269594,0.00596973566398,-8.85486801457084,-14.1345898731907,5.30001326160358,5.27972185861988,-5.30001326160358,-5.27972185861988,-0.232177248774221,-0.229658388831802
420,-6.48536277810773,-12.0283992535719,0.0373184563515,0.00873640687641,-6.47912463839905,-12.1121688726996,5.54303647546412,5.63304423430051,-5.54303647546412,-5.63304423430051,-0.299400870875364,-0.302993669103105
421,-8.28510421759847,-13.5487838379018,0.0207588953231,0.00591196523928,-8.28988118820716,-13.5913747195172,5.26367962030329,5.30149353131007,-5.26367962030329,-5.30149353131007,-0.24107843765267,-0.242284700369441
422,-8.85188048921976,-13.5129555574212,0.0178581766314,0.00489416788583,-8.87969357597484,-13.5827831008027,4.66107506820148,4.70308952482789,-4.66107506820148,-4.70308952482789,-0.208410875826721,-0.20937537710123
423,-8.60062789878496,-13.2838968887893,0.0169243415663,0.00502232877263,-8.61631669736203,-13.3306232050564,4.68326899000434,4.71430650769433,-4.68326899000434,-4.71430650769433,-0.213999117434044,-0.214804730347617
424,-6.86154088934656,-12.147096950538,0.0303535286452,0.00831464317842,-6.98729797170563,-12.1815482398945,5.28555606119144,5.19425026818884,-5.28555606119144,-5.19425026818884,-0.278060748261567,-0.27097354795645
425,-8.44289418277906,-13.3202075344468,0.0213159152722,0.0046435699705,-8.47722827827154,-13.3892639803317,4.87731335166777,4.9120357020602,-4.87731335166777,-4.9120357020602,-0.224109293566702,-0.224637570762068
426,-7.48382865374614,-12.7179853550556,0.0280547495533,0.00585558433299,-7.53594313789531,-12.7321560295891,5.23415670130947,5.19621289169375,-5.23415670130947,-5.19621289169375,-0.259093401168281,-0.256373962291931
427,-7.6466975772317,-13.048959620451,0.0390881002064,0.00816757170721,-7.84230353385095,-13.0839538387085,5.40226204321931,5.24165030485753,-5.40226204321931,-5.24165030485753,-0.261033606790907,-0.250481976377243
428,-7.52846066809332,-13.1787930911888,0.0348174044693,0.00706036741251,-7.66300000625185,-13.2538346011862,5.65033242309545,5.59083459493435,-5.65033242309545,-5.59083459493435,-0.272867299970315,-0.26728875089667
429,-7.10977389090015,-12.7840833280358,0.0350361022075,0.00851375982309,-7.33048928560694,-12.9783180788202,5.67430943713564,5.64782879321327,-5.67430943713564,-5.64782879321327,-0.285229223005308,-0.278097511678898
430,-9.68407365022572,-16.4634570275226,0.0197999050067,0.0025479679415,-9.82664818233274,-16.4553612528878,6.77938337729688,6.62871307055506,-6.77938337729688,-6.62871307055506,-0.259274325398007,-0.252214850119942
431,-8.2884063432847,-14.0070394620818,0.026262152219,0.0053643892203,-8.4128171091035,-14.0299343721161,5.71863311879713,5.61711726301257,-5.71863311879713,-5.61711726301257,-0.256493329118391,-0.250286479699829
432,-6.09782583237192,-12.0253649112837,0.039037170741,0.0120697505299,-6.210113426911,-12.1749688840568,5.92753907891174,5.9648554571458,-5.92753907891174,-5.9648554571458,-0.327069287232813,-0.324439964763574
433,-7.29955807959188,-12.4218736712925,0.050105785566,0.00866587633567,-7.5430246037188,-12.4520189506714,5.12231559170058,4.9089943469526,-5.12231559170058,-4.9089943469526,-0.259733454264591,-0.245510560334577
434,-8.14775367483312,-13.3747651847023,0.0387378559145,0.00924480825297,-8.38989923619117,-13.5021778791049,5.22701150986922,5.11227864291376,-5.22701150986922,-5.11227864291376,-0.242862443005987,-0.23352186345725
435,-6.82829029992315,-12.5712426122134,0.0289551805848,0.0057932150543,-6.79497558400503,-12.6229381815807,5.74295231229021,5.82796259757566,-5.74295231229021,-5.82796259757566,-0.296035597264168,-0.300133303089673
436,-8.95479515565681,-14.2379236155594,0.0152491332815,0.00469985539579,-8.9866997660237,-14.1975804024474,5.28312845990258,5.21088063642375,-5.28312845990258,-5.21088063642375,-0.22779254610112,-0.224759216096351
437,-7.0392620030533,-12.1957602887197,0.0256300747067,0.0080325666231,-7.06963978456817,-12.3330600346305,5.15649828566642,5.26342025006236,-5.15649828566642,-5.26342025006236,-0.26807862280835,-0.271272570266447
438,-7.56257075096395,-12.2489851620081,0.0291438808909,0.00778345972592,-7.60924570828745,-12.3176087654863,4.68641441104418,4.70836305719881,-4.68641441104418,-4.70836305719881,-0.236549538644547,-0.236282302527758
439,-8.36081754929196,-13.728600599062,0.0270299451388,0.00678301869553,-8.60807073669911,-13.7638512510015,5.36778304977003,5.15578051430241,-5.36778304977003,-5.15578051430241,-0.243002464515799,-0.230457647632461
440,-7.90785795680375,-12.8087750616642,0.026834921633,0.00569070660536,-8.06091425527646,-12.8841704275076,4.9009171048605,4.82325617223115,-4.9009171048605,-4.82325617223115,-0.236569190586691,-0.230281053778486
441,-6.72205259345114,-12.8835985871696,0.0289203076877,0.00833271977097,-6.85819843704045,-13.0656804166566,6.16154599371843,6.20748197961619,-6.16154599371843,-6.20748197961619,-0.314273978301156,-0.311559913870101
442,-6.62370979232737,-11.7985446110978,0.0333867048453,0.00880205761226,-6.61136982250161,-11.8204036315037,5.17483481877041,5.2090338090021,-5.17483481877041,-5.2090338090021,-0.280901278716913,-0.282611644614705
443,-8.31894230478568,-13.3884811863967,0.0240060988369,0.00685977043832,-8.40526952326054,-13.399691779808,5.069538881611,4.9944222565475,-5.069538881611,-4.9944222565475,-0.233539410316027,-0.229049810597217
444,-8.77736526538499,-13.7124138946795,0.018128696554,0.00604144783762,-8.82844116459342,-13.7723757880117,4.93504862929446,4.9439346234183,-4.93504862929446,-4.9439346234183,-0.219435175159822,-0.218750261717793
445,-7.05709701187627,-12.2230412195232,0.0536546249086,0.0166309316636,-7.32026434612032,-12.3357157705849,5.16594420764696,5.01545142446457,-5.16594420764696,-5.01545142446457,-0.267941243244498,-0.255161604493181
446,-8.76703862479476,-14.4106011191741,0.026797637083,0.00725904081996,-8.87146491279238,-14.4851183575686,5.64356249437938,5.6136534447762,-5.64356249437938,-5.6136534447762,-0.243491682359413,-0.240345660998277
447,-6.07377519850645,-12.4322303978789,0.037859654715,0.013238712587,-6.10970855999923,-12.608572045232,6.35845519937247,6.49886348523277,-6.35845519937247,-6.49886348523277,-0.343588742922158,-0.347193399986563
448,-9.19345916084543,-14.7323347737501,0.0206636666078,0.00591874984438,-9.32034123513643,-14.8691731783374,5.53887561290471,5.54883194320101,-5.53887561290471,-5.54883194320101,-0.23150227022961,-0.229389968246334
449,-6.61407179589514,-12.3058653513949,0.0359006981592,0.0116062985488,-6.62116875951179,-12.4583027584855,5.69179355549978,5.83713399897372,-5.69179355549978,-5.83713399897372,-0.300835753902863,-0.305937928808336
450,-6.75137127209598,-13.6072766735925,0.0459565870092,0.00893937418283,-6.83303761972438,-13.6559748649506,6.85590540149652,6.82293724522624,-6.85590540149652,-6.82293724522624,-0.336756420160429,-0.333004689724775
451,-7.26975109286656,-13.2657037033773,0.0382634340149,0.00847381764796,-7.44588641897981,-13.3970728780852,5.99595261051079,5.9511864591054,-5.99595261051079,-5.9511864591054,-0.291980512241077,-0.285525024267711
452,-8.41512679172235,-14.2732287278035,0.0297070665541,0.00726907267838,-8.51750719305393,-14.4163915392026,5.85810193608119,5.89888434614872,-5.85810193608119,-5.89888434614872,-0.258198613427035,-0.257212452841781
453,-8.43878583251641,-14.3291419479064,0.0231397205476,0.00769518762327,-8.47386696082728,-14.6236181541367,5.89035611538997,6.14975119330939,-5.89035611538997,-6.14975119330939,-0.258712877702241,-0.266251982096752
454,-8.38377068341391,-14.1762304195179,0.086795007727,0.00634456328767,-9.00885958992473,-14.3394698562449,5.79245973610401,5.33061026632013,-5.79245973610401,-5.33061026632013,-0.256757954473293,-0.228307994308974
455,-7.96763383918309,-13.7641860198238,0.0333323300424,0.00719660107014,-8.15222618859924,-13.8684707520004,5.79655218064066,5.71624456340112,-5.79655218064066,-5.71624456340112,-0.266731098373165,-0.259585088465664
456,-5.77931105600393,-12.0778389066928,0.0402845660556,0.00628570762057,-5.8830871379119,-12.133249815995,6.2985278506889,6.25016267808307,-6.2985278506889,-6.25016267808307,-0.352717419288431,-0.346916395606584
488,-7.16445480792189,-12.9150016088609,0.0249731292641,0.00904822809727,-7.21793386729059,-12.9525781147078,5.75054680093896,5.73464424741721,-5.75054680093896,-5.73464424741721,-0.286389565612571,-0.284308313667755
489,-9.15481839695893,-14.6803179828513,0.0209237323568,0.00690472235963,-9.24266215566809,-14.8208850684289,5.52549958589237,5.57822291276078,-5.52549958589237,-5.57822291276078,-0.231821605626423,-0.231812162222485
490,-7.84595868067467,-13.0858480059023,0.0296107318793,0.00798980475453,-7.88927650349417,-13.2478943167684,5.23988932522762,5.3586178132742,-5.23988932522762,-5.3586178132742,-0.250331440744092,-0.253516322446395
491,-8.0650814674598,-13.4374142398461,0.0311665835378,0.00814069718862,-8.17459782530116,-13.5602671526587,5.37233277238629,5.38566932735752,-5.37233277238629,-5.38566932735752,-0.249846940816314,-0.247789408069424
492,-9.41143275495914,-14.1703823522268,0.0180665416637,0.00676230381825,-9.38718592755961,-14.227042803216,4.75894959726764,4.83985687565643,-4.75894959726764,-4.83985687565643,-0.201805907460341,-0.204955111210082
493,-8.41001342808753,-12.8120463667477,0.0230277656952,0.00800431672861,-8.33613162374177,-12.8815962668236,4.40203293866017,4.54546464308183,-4.40203293866017,-4.54546464308183,-0.207427223427741,-0.214229566262984
494,-8.77850299268641,-13.4730849276604,0.0181418270431,0.00615121359006,-8.76464888454383,-13.5262668011478,4.69458193497402,4.76161791660393,-4.69458193497402,-4.76161791660393,-0.210977389648731,-0.213612486079268
495,-6.09468782922708,-10.6059218528451,0.0638769980823,0.0271077451548,-6.25912940608333,-10.9543921095606,4.51123402361798,4.69526270347722,-4.51123402361798,-4.69526270347722,-0.270123912210267,-0.272765958970691
496,-8.64770165232451,-13.7955620554504,0.0389237999973,0.0118469668296,-8.8467020008372,-14.1134025745419,5.1478604031259,5.26670057370466,-5.1478604031259,-5.26670057370466,-0.229372183571614,-0.229384868714942
497,-7.62751827540809,-12.4847065313109,0.0248357971293,0.00714481891908,-7.58431478954991,-12.5260466844389,4.85718825590279,4.94173189488895,-4.85718825590279,-4.94173189488895,-0.241504274270051,-0.245730634990361
498,-9.34899007010122,-14.1420131220498,0.0161980288966,0.00572330203195,-9.3433940686355,-14.124064581431,4.79302305194855,4.7806705127955,-4.79302305194855,-4.7806705127955,-0.204036541681201,-0.203714879573547
499,-8.52964366053732,-13.4320653846501,0.0185897136307,0.00741083232871,-8.51888639306621,-13.432251549029,4.90242172411276,4.91336515596277,-4.90242172411276,-4.91336515596277,-0.223225875273448,-0.223831911080132
500,-7.5230209161986,-12.3242927428457,0.0336058068074,0.00903037253229,-7.52409839411852,-12.3825584165056,4.80127182664712,4.85846002238705,-4.80127182664712,-4.85846002238705,-0.241910412115607,-0.244062077756528
501,-6.91641851957242,-11.4539111595905,0.0338391442613,0.0108534725299,-6.84652419946794,-11.4915768709033,4.53749264001806,4.64505267143536,-4.53749264001806,-4.64505267143536,-0.24700115453915,-0.253300636396881
502,-6.77969904049849,-11.3667958439858,0.031754540257,0.00851468222719,-6.65623267628613,-11.3641709200541,4.58709680348735,4.70793824376799,-4.58709680348735,-4.70793824376799,-0.252781423227326,-0.261255982342378
503,-5.98013444771892,-10.6973685508204,0.046415500512,0.0146192293595,-5.99530017512022,-10.7189417354883,4.71723410310143,4.72364156036806,-4.71723410310143,-4.72364156036806,-0.282850142705092,-0.282611774176247
504,-8.58678420713889,-13.5130094656808,0.0191585509364,0.00540419009443,-8.67240088398643,-13.5280611048562,4.92622525854189,4.85566022086979,-4.92622525854189,-4.85566022086979,-0.222908201382921,-0.218718881765168
505,-6.72540564727038,-11.5700039131339,0.0281452960592,0.00729411759091,-6.79521868970231,-11.6502750340294,4.84459826586356,4.85505634432704,-4.84459826586356,-4.85505634432704,-0.264798568726684,-0.263210972665948
506,-9.08500919297064,-13.8524387023003,0.0271085226234,0.00776498342444,-9.11107533035917,-13.9620708305602,4.76742950932966,4.85099550020105,-4.76742950932966,-4.85099550020105,-0.207844810420804,-0.210244214914112
507,-7.34087994950633,-12.2740060247566,0.0396376080115,0.00995559351316,-7.43467934211419,-12.4125173397899,4.93312607525027,4.97783799767567,-4.93312607525027,-4.97783799767567,-0.251499095213866,-0.250808115496446
508,-8.0251859718781,-13.0573097661289,0.0381030674418,0.0096135320359,-8.23927343255319,-13.2356425046726,5.03212379425083,4.99636907211936,-5.03212379425083,-4.99636907211936,-0.238687290953843,-0.232660704550577
509,-5.48930952154889,-11.2381803401502,0.0910550124623,0.0134019894423,-5.73730826478382,-11.4335391251202,5.7488708186013,5.69623086033636,-5.7488708186013,-5.69623086033636,-0.343678033353019,-0.331738482731236
510,-8.26527445389643,-13.3151855203635,0.0214059467989,0.00657152675505,-8.2867820914885,-13.4200740703829,5.0499110664671,5.13329197889444,-5.0499110664671,-5.13329197889444,-0.234003866112695,-0.236482516888428
511,-7.82922412803297,-13.4291326717202,0.0199361037246,0.00739399347152,-7.9105333581681,-13.5640272247232,5.59990854368722,5.65349386655512,-5.59990854368722,-5.65349386655512,-0.263421514486587,-0.263264705451493
512,-9.08997497027962,-13.9264475227128,0.0219817105624,0.00613579091477,-9.25942126964541,-13.9955149474282,4.83647255243319,4.73609367778282,-4.83647255243319,-4.73609367778282,-0.210131377015942,-0.203659714805221
513,-6.01624977597522,-11.276981326175,0.04953878525,0.0168380874127,-6.0775282307035,-11.4980082833359,5.26073155019981,5.42048005263241,-5.26073155019981,-5.42048005263241,-0.304207554917004,-0.308410502763458
514,-8.20249310855261,-13.3490323247049,0.0194914155621,0.0051492228719,-8.22403982667188,-13.4024591715685,5.14653921615231,5.1784193448966,-5.14653921615231,-5.1784193448966,-0.238801621355784,-0.239447880367411
515,-7.7649624295725,-13.5354420909424,0.0288199591048,0.00817789180114,-7.99353106077029,-13.7169771131861,5.77047966136989,5.72344605241579,-5.77047966136989,-5.72344605241579,-0.270909393096841,-0.263625614221299
516,-7.30842435206488,-13.2650615112901,0.099372306935,0.0110383381666,-7.86617775439176,-13.3589366729451,5.95663715922526,5.49275891855337,-5.95663715922526,-5.49275891855337,-0.289529795718045,-0.258785833044978
517,-7.3930716272983,-12.6826022545008,0.0449173629549,0.0113242984191,-7.61169510723154,-12.8199358171602,5.28953062720254,5.20824070992868,-5.28953062720254,-5.20824070992868,-0.263479605135352,-0.254910669109188
518,-8.90757513089197,-13.4248538893627,0.0258603845489,0.0142420942965,-8.93366405609268,-13.6908002720762,4.51727875847069,4.75713621598353,-4.51727875847069,-4.75713621598353,-0.202274403486235,-0.210265142501544
519,-7.12539404519127,-11.6938427614382,0.0438829073005,0.0145440877218,-7.16285825885658,-11.846051437827,4.56844871624693,4.68319317897041,-4.56844871624693,-4.68319317897041,-0.242754196845942,-0.246368321681673
520,-4.92423088592922,-9.79789665302771,0.0641193958471,0.0202932277045,-5.12109084886511,-9.8770789052697,4.87366576709849,4.75598805640459,-4.87366576709849,-4.75598805640459,-0.331043577377118,-0.317104562381248
521,-5.95081148784311,-10.784498707739,0.0823012937685,0.0211600012537,-6.37330115623351,-11.0658714191257,4.83368721989593,4.6925702628922,-4.83368721989593,-4.6925702628922,-0.288831647779791,-0.269082162161902
522,-7.91803230317408,-12.498013332193,0.0232578369446,0.00786819629835,-7.92125331171446,-12.5024700737706,4.57998102901895,4.58121676205616,-4.57998102901895,-4.58121676205616,-0.224332425133541,-0.22430859817226
523,-7.32319551850555,-11.7296214542818,0.0318815246817,0.00997207095339,-7.36093026053972,-11.7598701318306,4.40642593577625,4.39893987129091,-4.40642593577625,-4.39893987129091,-0.231274248950685,-0.23006044626909
56,-8.66208477938003,-13.6246062406261,0.0245203708092,0.00556161610472,-8.63073237835983,-13.618470509435,4.96252146124605,4.98773813107521,-4.96252146124605,-4.98773813107521,-0.22266748602524,-0.224176037057548
57,-8.723602075103,-14.3244114767498,0.0376044210165,0.00736739374725,-8.96497538289939,-14.4171308915066,5.60080940164679,5.45215550860725,-5.60080940164679,-5.45215550860725,-0.243006165761151,-0.233176406121084
58,-5.62370163384537,-10.5407957385437,0.0544955279718,0.0267862160711,-5.66784793316845,-10.9950316134735,4.91709410469829,5.32718368030505,-4.91709410469829,-5.32718368030505,-0.304190968108745,-0.319703666187674
59,-7.09552032504249,-13.3152941352408,0.0479017919562,0.00886441938314,-7.22830990083228,-13.3899035729399,6.2197738101983,6.16159367210766,-6.2197738101983,-6.16159367210766,-0.304729329753163,-0.298842267781621
60,-1.55603724605538,-8.43270643886263,0.365039244122,0.0801041314676,-2.39793015061007,-8.84469474673912,6.87666919280725,6.44676459612905,-6.87666919280725,-6.44676459612905,-0.688441851119908,-0.573421656863166
61,-8.87775765597667,-14.8750051573191,0.0223233452211,0.00555040598549,-8.94458867826667,-15.0047157603861,5.99724750134246,6.06012708211944,-5.99724750134246,-6.06012708211944,-0.252486312791599,-0.253039794856787
62,-5.73509862438974,-11.8852132905516,0.0537488643341,0.0128740253205,-5.92927197960272,-12.0390679037043,6.15011466616191,6.10979592410156,-6.15011466616191,-6.10979592410156,-0.349035516275216,-0.340031186174172
63,-5.0609355482617,-10.9461250645847,0.0654989497031,0.0164231827785,-5.15856404862239,-11.003761888158,5.88518951632299,5.84519783953564,-5.88518951632299,-5.84519783953564,-0.367662099786132,-0.361655733364081
64,-5.26951984327155,-11.1664405074745,0.0713458660311,0.0168843579593,-5.43479608489261,-11.2180246721829,5.89692066420298,5.78322858729033,-5.89692066420298,-5.78322858729033,-0.358781631152773,-0.347282221531936
65,-4.92758563060312,-10.5161947608645,0.0623768087169,0.0145522358169,-5.0962753753317,-10.6628069106816,5.58860913026136,5.56653153534994,-5.58860913026136,-5.56653153534994,-0.361867948688843,-0.353226884302165
66,-14.0869536078958,-20.7369781858863,0.019626807606,0.00279610500197,-15.13801554428,-21.2542112079249,6.65002457799053,6.1161956636449,-6.65002457799053,-6.1161956636449,-0.190961337087673,-0.168063243430806
67,-5.95086465855726,-11.7191645869897,0.0454061737945,0.0116364405771,-6.09110022332535,-11.9459652615073,5.76829992843243,5.85486503818197,-5.76829992843243,-5.85486503818197,-0.326445409244929,-0.324601861821997
68,-5.66014488071368,-11.4106605712222,0.0446270592852,0.0101685629816,-5.77219840464422,-11.5390738559993,5.75051569050855,5.76687545135508,-5.75051569050855,-5.76687545135508,-0.336862587222351,-0.333128343458952
69,-7.2501341883998,-12.8003196654927,0.0293811208177,0.00703205718985,-7.39102293630805,-12.8559194695931,5.55018547709294,5.46489653328505,-5.55018547709294,-5.46489653328505,-0.276810964855813,-0.269912188404915
70,-7.16931756159219,-12.5896105718833,0.0243409507925,0.00515795444664,-7.21315462919928,-12.6622254074066,5.42029301029116,5.44907077820727,-5.42029301029116,-5.44907077820727,-0.274321206781866,-0.274161840838834
71,-6.03501747849401,-11.495952588744,0.0280862952615,0.00668275635689,-6.11199464007966,-11.5686605150377,5.46093511025002,5.45666587495807,-5.46093511025002,-5.45666587495807,-0.311502163845196,-0.308623511237858
72,-7.04134735021554,-12.5876880248299,0.0407711683063,0.0100273453981,-7.0926567302594,-12.6875555338213,5.54634067461432,5.59489880356194,-5.54634067461432,-5.59489880356194,-0.282557984569402,-0.282853324770524
73,-6.32690331907332,-11.8967261012451,0.0553286109593,0.0190247308069,-6.28023796291237,-12.1431301287013,5.5698227821718,5.86289216578894,-5.5698227821718,-5.86289216578894,-0.305637403708491,-0.318231288472043
74,-4.1835982548843,-9.8214487455037,0.100625599401,0.0400930271139,-4.12283413855333,-10.1151566518442,5.6378504906194,5.99232251329088,-5.6378504906194,-5.99232251329088,-0.40255848412813,-0.420868548203603
75,-3.25464962087971,-8.99160274246463,0.145133178811,0.0562426545245,-3.27859490112884,-9.45414467889688,5.73695312158492,6.17554977776804,-5.73695312158492,-6.17554977776804,-0.468466021389274,-0.48501343634294
76,-7.36089933385039,-12.91114019293,0.0355520007439,0.00782766208269,-7.42589927158766,-12.9905189908859,5.55024085907958,5.56461971929826,-5.55024085907958,-5.56461971929826,-0.273787985256611,-0.272556118696212
77,-6.20852126447061,-11.9291320670478,0.139664662734,0.0321247772405,-6.58417941090919,-12.3257942283507,5.72061080257723,5.74161481744147,-5.72061080257723,-5.74161481744147,-0.315399721122485,-0.303628917045185
78,-3.50817317241249,-9.54379438298866,0.164716829196,0.0470911995451,-3.8458509381923,-9.917115970837,6.03562121057617,6.0712650326447,-6.03562121057617,-6.0712650326447,-0.462429988808738,-0.441130540585809
79,-5.84938495011484,-11.432826546534,0.072355996329,0.0139101070363,-6.02455704807826,-11.599838619375,5.58344159641915,5.57528157129669,-5.58344159641915,-5.57528157129669,-0.323074486011343,-0.316338879158989
80,-5.15691582069203,-10.8720355663759,0.061884714688,0.0140765982527,-5.22388675066678,-10.9975876636774,5.71511974568389,5.77370091301058,-5.71511974568389,-5.77370091301058,-0.356549820863192,-0.355929477526721
81,-5.34753589706494,-11.8262949344578,0.134851298396,0.0314487421899,-6.11404823929494,-12.4990231567416,6.47875903739289,6.38497491744661,-6.47875903739289,-6.38497491744661,-0.37724600300016,-0.343037147475093
82,-5.22617212208207,-11.4275208707601,0.110358046606,0.0265662608577,-5.72219148648147,-11.8737297216183,6.20134874867803,6.15153823513687,-6.20134874867803,-6.15153823513687,-0.372370785947801,-0.349600237599676
83,-7.34079225262048,-13.5377500738758,0.0623361219323,0.0182838407662,-7.81454844342162,-14.053416387183,6.19695782125534,6.23886794376141,-6.19695782125534,-6.23886794376141,-0.296809888561568,-0.285297145486076
84,-7.90170918651523,-13.7105783384774,0.0323275045747,0.00997844965669,-8.07456010923613,-13.8156623315862,5.8088691519622,5.74110222235009,-5.8088691519622,-5.74110222235009,-0.268776229505774,-0.262267879546244
85,-3.72649995231076,-9.30692062695477,0.0692569755,0.0227206986801,-3.84687665217306,-9.57505940308156,5.58042067464401,5.7281827509085,-5.58042067464401,-5.7281827509085,-0.428162403008902,-0.426777681500423
86,-5.44373946481937,-11.0387604610759,0.0431437280681,0.0145642038529,-5.52939692544398,-11.2012116132575,5.59502099625655,5.67181468781349,-5.59502099625655,-5.67181468781349,-0.339452208185139,-0.339008271856542
87,-9.74758386104505,-15.4449522205576,0.0159422164221,0.00437341444336,-9.80014340651442,-15.5455632406303,5.69736835951259,5.74541983411592,-5.69736835951259,-5.74541983411592,-0.22615302965362,-0.226682172018398
88,-5.78554331054419,-12.9883415203637,0.116752858266,0.0173635881596,-6.1764180766332,-13.2430057413285,7.20279820981953,7.06658766469529,-7.20279820981953,-7.06658766469529,-0.383660508983276,-0.363892756599666
89,-3.16124842250387,-8.90800567370273,0.172617209128,0.028518110624,-3.64560217602114,-9.23867416915944,5.74675725119886,5.5930719931383,-5.74675725119886,-5.5930719931383,-0.476148501422725,-0.434100592326274
90,-6.99886280822262,-12.7384361238944,0.0253951271907,0.00566519189826,-6.9923503662614,-12.745626251132,5.73957331567173,5.75327588487061,-5.73957331567173,-5.75327588487061,-0.29079831720703,-0.291482556514974
91,-8.34799112545437,-14.0765875953182,0.0207570561285,0.00492798987571,-8.34238374585331,-14.0926028358841,5.72859646986381,5.75021909003078,-5.72859646986381,-5.75021909003078,-0.255460606024997,-0.256305884965921
92,-5.40932841454761,-12.1086076440497,0.0527009730276,0.0103505095887,-5.4780990013781,-12.1669825577065,6.69927922950205,6.68888355632839,-6.69927922950205,-6.68888355632839,-0.382424002867292,-0.379079208782949
