"FIDs","BAN_JING","YDH","YDMZGUID","17_sl_HH_F02DAR","p2hv"
144,15,"43312701431526","75e7d334-796a-400a-8880-2d97587ea9e0",6728,4082
145,15,"43312735452527","255bc6c0-d1b4-45e6-8755-a2d832bad38d",4746,4207
146,15,"43312708411528","dac16304-1186-4792-aae1-1f81dbdcdb90",3719,2260
147,15,"43312736451529","4c9c0cf8-3fb0-4321-9752-c0ca66e9bad3",7364,5381
148,15,"43312708451530","c12f06ab-fa7f-400f-9549-184707e1ad91",10809,6231
149,15,"43312706443531","03a370e1-e91d-4a36-94af-32e2fe3bba9b",6421,2865
150,15,"43312708451532","f527208f-0961-44b0-98cc-3316d84d6c8c",8729,4969
151,15,"43312706441534","b79495f4-3a9d-46cf-81ff-acc1628b6622",5334,3425
152,15,"43312736443535","e0bb5f4d-e38b-45dc-870c-292844ec9975",7169,3416
153,15,"43312731432536","406d9997-a9e2-4f7d-91ee-14dcd988f049",9529,4321
154,15,"43312707442641","7212cecf-7a4e-41c8-8d33-7c1190663c74",3810,1933
155,15,"43312707451642","818fc3ee-856a-46f0-b36e-28c146906fff",5275,3096
156,15,"43312707442643","efa80427-9159-484c-90d6-e5398603169f",3201,1724
157,15,"43312707451543","711e19d3-cbcd-4976-b111-f2d6abfba283",7270,3658
158,15,"43312736432544","13276372-1a6d-4b14-88ea-9c9900fceffc",7098,3887
159,15,"43312735441545","088c47a4-6f4d-4e18-9506-5060e4a4d117",9495,3754
160,15,"43312735433546","a6fdfa0f-7877-4c54-b397-f0c274259c28",9642,4546
161,15,"43312707451649","5b75d988-e0cd-4db1-b270-7bd19dc7380d",6344,3840
162,15,"43312736451650","f591bfc4-4e57-429f-aabe-300e80fab005",7036,3487
163,15,"43312737441651","d3e9e886-8ffb-4d90-9c34-a14e40b6baef",3852,1996
164,15,"43312735451652","dd42050e-51ba-44f9-a424-f7d272450bfe",4925,3128
165,15,"43312707452151","48c43f6a-93e3-4b29-930a-2adc83673ae3",5561,4310
166,15,"43312731432154","d4dddfca-cf0e-4ba0-bd8d-790a5d142573",9701,4108
167,15,"43312731411653","2053e1af-0448-4cab-acf6-ea6e2e22a2d5",5567,3782
168,15,"43312731411654","0ca328a4-928a-4ef7-90fb-4f584d42501f",5105,2550
169,15,"43312731423655","ca6b0118-d9f7-463e-a696-120de57daea5",5770,2979
170,15,"43312708411656","a350cd1b-0b55-4afd-9a84-776791b8d944",8914,5409
171,15,"43312707431644","9005bf03-de22-436a-a425-7d01321ce480",5461,2335
172,15,"43312707422645","d911ebd1-c7c5-433c-9022-33cc66faaca3",7974,5588
173,15,"43312707422646","7302df1b-3629-422f-9063-2f51067ff832",9338,4620
174,15,"43312736423647","fd18cdcb-1aa9-4dba-b7a6-6a0292159135",8969,3636
175,15,"43312737432648","7648ecbd-0b73-4fd2-8c8d-38a9dae3f1d6",7440,3891
176,15,"43312731433141","361860ad-4b91-4fc7-864b-9e1d2271fdba",6493,2702
177,15,"43312731433142","ea1734d1-2188-4e3f-81e1-1ba2578b91e3",4226,1501
178,15,"43312708451143","452532a7-1dc6-4b70-ab98-f3fa756cc034",3736,2150
179,15,"43312708451144","e5777687-8f4a-494e-b588-238bf4453903",5091,2180
180,16,"43312736422145","2dfedc10-9bdf-43f2-bf92-efa43def874a",5663,3877
181,15,"43312707423146","68c21c1e-0be8-45fb-86e5-8070afeb0a68",4424,1727
182,15,"43312707443147","3cbce494-0fc8-413a-96ec-b51a942503ca",9618,6443
183,15,"43312707413148","027c3eec-2a46-4b70-a778-81807572985d",7723,4017
184,15,"43312737433149","843cadfa-f0b0-4a7f-9524-3b2fad1531c9",7961,5338
185,16,"43312736422150","a41002c8-7290-4b75-9fc3-d587c20bf3d2",7291,3066
186,15,"43312736433155","39133782-fbba-4bb7-889f-d0fa05b78c75",8999,4285
187,15,"43312707443156","279c0f37-fec8-4f4c-a732-4ad3b2828e86",7742,3486
188,16,"43312731433157","b2f05c79-9a45-4535-af96-e73511f5eeaa",10428,2625
189,17,"43312707453158","61a35144-c0c8-4746-8472-908052c7956a",4939,3062
190,15,"43312737451506","03511200-a448-4b92-aa12-8653d208ef48",8706,4482
191,15,"43312737451507","48a6125e-d6a5-426f-bba3-b4e157872063",5958,4166
192,15,"43312736451508","b5a7e294-c0ef-4091-acf6-5f41b481b3e9",6695,3597
193,15,"43312736453517","0fe4b8f6-7f8b-45a9-b065-4b70259c6c0d",7084,4324
194,15,"43312736453518","2008fef9-8db8-45cf-b64e-9b35e353b860",7624,4347
195,15,"43312706433537","0ed06fcc-b7d1-48b3-a9e3-168f0d8eadad",7311,3905
196,15,"43312707442538","4d4cc481-c522-4a28-93c4-a76b506220cd",8046,5605
197,15,"43312707441539","bae9bb0a-7eb8-4be7-8364-6075791f71f3",6834,4014
198,15,"43312737432541","5020e3ce-81d8-4a8f-804f-114d0742701b",9022,4781
199,15,"43312736422542","c39bfe64-1fb8-4b58-a5de-82cf13f8f160",6928,3694
200,15,"43312707431540","666e637f-59cd-4b5b-bd68-3739589aa23c",8781,3223
201,15,"43312735451547","6af63f18-2d92-4464-a082-7cf428853d17",11587,2787
202,15,"43312737431548","11901997-67be-4a31-9218-a71745f0e30f",9275,4229
203,15,"43312737422549","0a40fbc7-2557-4213-9c37-7e79479b5cff",8562,4156
204,15,"43312737421550","fd4362f1-9157-443a-8e07-629871954db6",6967,3131
205,15,"433127064511104","235b19a0-0d92-4151-8e29-98d4b4b27a80",8040,3249
206,15,"433127064511105","4c6d22ff-280d-4dfa-9889-3d2685d9c652",8219,3347
207,15,"433127064511106","dbcc6e2a-d4bd-4974-9ddc-f246c17d7fe3",6084,3547
208,15,"433127064511107","f5eac7fe-3496-4ffc-925f-aa07332cd93d",4275,2548
457,15,"43312735412401","afac8c1c-8312-418e-ab6d-1dd1e6c447fa",3964,2523
458,15,"43312708412402","83718527-8d26-456f-967a-a33070ea59e4",6104,3594
459,15,"43312708412403","55681720-fd34-49fa-990c-94b92f09223c",7668,4070
460,15,"43312701443404","596543ff-8566-4844-83d1-fd7b0d0d1589",8482,2789
461,15,"43312737413405","bd7a32b6-34f7-4bd1-a1f5-f3498972dd63",7576,3385
462,15,"43312737411406","c9d8c673-218b-40f1-b34f-6c3349ad7ef0",11098,4305
463,15,"43312737412407","b1c5dc2b-072f-4644-a280-6aa0ea5b719d",7162,2281
464,15,"43312736412188","0fc5b617-2fc6-4ab1-a080-435c4846a613",4214,2426
465,15,"43312735411189","cc555a81-a4b6-4e0d-ab80-f5c9b2c86539",5025,2906
466,15,"43312736452190","73e752c0-bae5-4e1d-816d-6abf38e29073",6215,3846
467,15,"43312707453191","9dfa0a8c-0aa4-4573-8dfd-7bad3e674ebc",8093,6329
468,15,"43312735452192","65a940f4-2152-4882-b150-1930ffbd5b4b",6249,2912
469,15,"43312731451193","cfe58c6d-a2c3-42db-8e7d-736fcde24c3d",10919,5075
470,15,"43312731451194","46f63020-274d-44b4-b95d-67a914a74944",7880,4832
471,16,"43312737411195","2695c521-0ade-4048-87ca-844e673d23c6",5618,3840
472,16,"43312736411196","cf0737a3-a39d-47a4-854b-d224ffd8cc48",7269,5168
473,15,"43312737423197","0cd77855-aa91-46d0-a5e9-2da8b990ae1c",6501,2987
474,15,"43312735452198","baf3cafa-c6b2-41ce-a6a9-cff82ea6c014",8692,4249
475,15,"43312708412199","128703e8-7c3d-4e79-8291-21325fb0b81e",10286,6280
476,15,"433127364131100","dfdb8f11-7468-4b8d-b144-66be2c39a381",7055,1925
477,15,"433127364121101","95b0f296-d02e-462c-96ac-cbd0af97fa99",6018,3871
478,15,"433127364121102","97357ae1-8fbe-4516-8176-606529d7b59b",2775,2068
479,15,"433127084111103","4d388a07-be1a-4734-a7da-579313a7d7c6",5532,2843
209,15,"43072537423118","a3a5026f-cfe8-4c0d-ab78-7e85132bc55c",2330,800
210,15,"43072508432501","61fe335c-dfa8-4ed7-8f65-7fd2ad604036",5773,2848
211,15,"43072508432502","70f244d6-af16-437f-a778-ab805106a3ed",6851,2630
212,15,"43072508433503","77bca8bf-9a1d-4053-baeb-95e6a15578bb",4311,2036
213,15,"43072508422504","8c028e9e-991a-41b8-a896-9e1613bd2c19",5852,2911
214,15,"43072508432505","f41d3aba-b6cd-4dd3-af44-cd7913ea6e8a",5408,2009
215,15,"43072508443506","6a3d8a7b-0bc6-4390-b749-00c6170bf53b",9039,3029
216,15,"43072508423507","e3916a0d-2f97-464e-8e83-fb9145f92838",6577,3544
217,15,"43072508452508","e1c32b97-5d3d-47b3-ac62-79918e0e470f",7117,2614
218,15,"43072508422509","55e850c2-3db4-45ab-8c32-e975a20c662e",5653,2115
219,15,"43072508422510","9f07d266-15e1-4c9b-b133-9071838aadde",12364,3955
220,15,"43072508423511","0c878d62-32e8-4bcd-8c05-16020c4fab4c",9510,3267
221,15,"43072531413512","c793a653-7d21-4039-a0f4-2a8f929251f8",8722,3842
222,15,"43072531413513","181ad437-13bc-4503-8f40-3199a6f08e90",6244,3183
223,15,"43072531412514","cf266eee-1108-4013-ac7b-7ebe85aebe8c",4886,2765
224,15,"43072506422515","a8627f28-aed8-45e7-9a21-b5dbfdf9fb71",2344,1807
225,15,"43072537432516","65537123-9a66-48f1-941f-9dab7e7febb3",5498,2380
226,15,"43072506421517","21e2f967-9614-4593-b741-3bab3b099334",3788,1804
227,15,"43072501422518","aff34e56-dc91-4394-b50b-922ffa5800fb",6504,3028
228,15,"43072508443601","834bf89e-b87d-48e9-be0f-38e9e1667f15",4203,2284
229,15,"43072508443602","d4b45b40-7204-4f6c-a1d3-288acfbfe3cb",1503,690
230,15,"43072508432603","910ab1fd-8ffb-42b7-a760-d0578d27a1ef",2334,961
231,15,"43072508421604","adcd055e-90f0-4d62-b85e-e8287805c558",1961,805
232,15,"43072531411605","0a89255f-80f4-40f8-a839-a55b9d556ded",7320,4340
233,15,"43072531411606","d2fa38de-3e0e-4491-a645-29fc711ad526",5650,2508
234,15,"43072506412607","a1fec384-d243-4910-8861-7a5ab658aa89",5361,3375
235,15,"43072531412608","7a444e51-6fea-4787-a327-ed73fe32dbe3",4747,2220
236,15,"43072508452609","10ba34a4-3ea6-423a-8245-4f40cf78350d",5750,2876
237,15,"43072506412610","3c3e03d4-4b36-4541-b18c-8bcf420adf76",4322,1960
238,15,"43072506413611","02e34e1c-8ebd-48a3-a139-4551d2695915",6258,3124
239,15,"43072508453612","a145c16b-1d1e-42e8-af99-ee20d8e179e0",7077,3147
240,15,"43072508453613","2801f6c0-2438-48b0-be72-cd17753386b4",2933,1191
241,15,"43072531412614","82986392-2ed2-400d-aac1-a42b2540d2c8",4067,2212
242,15,"43072531413615","c0e2b32a-8559-4f59-84e3-dbcbdd1f1c68",4983,2408
243,15,"43072531413616","e9a2a113-365e-4df4-9f9d-48a282bb2760",4844,3157
244,15,"43072501423617","f0bcc49d-750f-4e55-9ca5-a4ffe359a4b5",5844,2262
245,15,"43072531441618","fc233d3a-b012-4fc1-b58a-04a677aa32c7",6159,3348
246,15,"43072501423619","70abaa18-2a0c-4d65-a5c4-e5a3bd912326",9421,2917
247,15,"43072537422620","604cae90-6907-4c09-a188-09a69b428408",5047,1708
248,15,"43072508453621","01477b7f-0583-4feb-88f4-90e44b569758",1972,1028
249,15,"43072501423622","95f38f5f-ce78-40b6-ac51-7dcf01bfe88d",7840,2213
250,15,"43072501433623","5fbcc851-99cd-49eb-b233-fe376359a5c9",15855,3811
251,15,"43072501433624","62990e6e-c6b4-4ced-87fc-656f5b694a30",7379,2794
252,15,"43072501412625","e2d13743-da8a-4fc3-a6a3-1070b94ce263",4883,2468
253,15,"43072501432626","f6d838cd-cae3-46b7-867a-843428904e28",5370,1916
254,15,"43072501431627","f9e900b7-6544-41a1-b0f9-b306eb1764c1",9047,4472
255,15,"43072501432628","3060ce30-7daf-458e-9dde-f07b6c7c5775",5012,2614
256,15,"43072501432629","fdb53cf9-d99f-4265-859e-6b4f810f5617",6185,3174
257,15,"43072501431630","92094c4e-7726-4f60-b7ac-1477d416adeb",13210,4135
258,15,"43072501421631","9c59a915-118d-47e0-a580-701b36648916",7941,3156
259,15,"43072501431632","df8e8788-c6ff-42be-94a8-e5c5d11148c3",6674,3010
260,15,"43072501421633","c0a4f3bc-bdd3-49ff-8024-4ef43767afe0",3756,1405
261,15,"43072508411634","075a7bc0-3af0-4b9a-b51a-8f604f6bfdf7",5036,2684
262,15,"43072508423635","363f0243-1a3c-429a-b1ae-1584d0b13636",4615,1935
263,15,"43072501421636","ee062d73-3f13-4ea9-8fbd-e259a832d6e1",5958,2223
264,15,"43072501412637","8422c1f8-1b88-47a5-a4b0-c3ed90119443",5842,3931
265,15,"43072508421101","ce6c722b-2330-45d3-b15d-92b20bf90cd9",5553,1300
266,15,"43072508421102","3beca62a-06fa-4ecc-83b3-79f76b0cfefb",4717,1785
267,15,"43072508433103","0d5ebb25-2e0e-40cf-850a-5d634a543d88",8308,3321
268,15,"43072508433104","6b7eed42-378e-42b2-80a1-c90a4617b1d6",5172,2468
269,15,"43072506412105","2d33a8ba-a399-44c9-ae4e-9865eec44653",5929,3096
270,15,"43072506413106","b3a326e8-4dd3-49b8-bf7b-ff48e4327166",5735,2541
271,15,"43072506431107","d76b1edd-be33-4500-985a-f3f7d5342763",5589,2260
272,15,"43072506412108","3a724610-7115-4bc1-a0b0-b66200007112",4724,1609
273,15,"43072537413109","4717283a-296c-4c02-bda2-7ebe9f5fb704",6268,1595
274,15,"43072537412110","b1c3ce81-b5a7-4491-a3a0-38b1a32b53bb",5334,1183
275,15,"43072537413111","cdbf0c75-b8a2-4701-8d2a-9a951bf8701f",4029,1585
276,15,"43072536413112","4f91629d-92dd-4fdb-a298-b2d7363abe93",6165,1923
277,15,"43072537412113","94633532-f01f-4cd0-985d-ca362e0f047c",6012,2309
278,15,"43072506413114","7355be53-a955-4e3e-9816-62e90ab24050",7809,4327
279,15,"43072506413115","d9419be8-8c33-4720-817b-929bdc4977cd",8730,2920
280,15,"43072536421116","0bc2d598-21fc-457d-9bc8-678e3f767d62",10112,3279
281,15,"43072501413117","b670d943-af00-4f32-9dc5-fc7ac8b24a74",6320,2906
282,15,"43072536432119","12b49700-51be-456c-bb72-c27a8e516286",6840,2675
283,15,"43072506423120","cb98c28f-5f0f-4766-aa98-136d92e94d2f",6120,3635
284,15,"43072508421121","73481163-230b-4973-994e-c04bb3e4cbcd",6173,2725
285,15,"43072536421122","ea9fbae3-ba5e-44fb-87aa-00fc60cd9f2f",6589,2411
286,15,"43072537423123","3056d150-6dbe-46f9-bd98-e0260327b024",5290,3176
287,15,"43072501433124","1db7d920-10be-4bec-9cb1-c820a773ed7c",5402,2386
288,15,"43072535421125","a2d4ba07-1acf-4ebd-9b59-88097e33461b",2869,1504
